road_point_id,lat,lon,road_name,city,total_sewer_length,old_sewer_length,sewer_old30_ratio,average_sewer_age,sewer_match_status,has_nearby_repair,repair_id,last_repair_date,repair_type,distance_to_last_repair_m,nearby_repair_count,date,avg_temp,min_temp,max_temp,precipitation,snowfall,humidity,pothole_label
R00460,35.418368,127.392787,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2026-06-08,25.612000000000002,19.68,32.31,30.86,0.0,53.616,0
R00314,35.914794,126.925322,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2025-07-17,22.740000000000002,14.63,29.17,0.0,0.0,59.152,0
R00022,35.824024,127.169147,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2024-12-23,-3.064,-11.08,5.12,0.0,2.01,62.352,0
R00253,35.959922,126.746219,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2026-02-27,5.242,-3.16,10.47,35.11,0.0,62.71,0
R00561,35.570139,126.852906,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2026-02-26,4.828,-1.55,11.79,0.0,0.0,57.912,0
R00475,35.469519,127.443091,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2024-08-19,18.448,11.14,25.78,69.77000000000001,0.0,61.574,0
R00059,35.850445,127.173177,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2025-02-02,1.5100000000000002,-4.87,6.96,9.91,0.0,65.52799999999999,0
R00511,35.360301,127.445956,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2026-04-30,17.546,8.02,29.17,35.68,0.0,63.46,1
R00476,35.473934,127.448117,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2024-09-06,16.064,8.28,24.71,1.73,0.0,56.646,0
R00190,35.97726,126.744251,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2025-07-16,22.926,15.97,30.52,44.76,0.0,67.75399999999999,1
R00563,35.568981,126.862675,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2026-03-25,13.262,6.5,21.24,1.4,0.0,55.553999999999995,0
R00567,35.56945,126.882423,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2025-11-17,-0.021999999999999974,-7.54,9.11,13.18,0.0,68.096,0
R00244,35.927264,126.77607,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2024-12-05,-1.6179999999999999,-11.19,3.6,7.62,0.0,58.233999999999995,0
R00505,35.472318,127.390957,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2025-05-13,21.919999999999998,14.74,29.44,6.34,0.0,56.172000000000004,0
R00131,35.863854,127.10724,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2025-11-06,3.554,-6.12,10.09,0.0,0.0,59.862,0
R00485,35.375685,127.391521,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2025-04-15,14.602,3.74,23.98,11.18,0.0,63.068000000000005,0
R00647,35.514007,126.912451,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2025-06-15,24.476,18.46,31.52,4.109999999999999,0.0,57.102,0
R00021,35.825393,127.165179,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2026-04-12,14.184000000000001,6.32,20.98,0.0,0.0,58.14,0
R00167,35.966864,126.803036,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2024-11-29,-0.95,-7.57,5.28,5.13,0.0,62.414,0
R00274,35.947598,126.881553,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2025-04-25,17.694,9.42,23.75,0.0,0.0,54.251999999999995,0
R00388,35.936603,126.969941,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2025-11-14,0.718,-5.89,6.75,43.419999999999995,0.0,62.952,1
R00601,35.589527,126.875097,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2026-01-20,0.16400000000000015,-7.67,10.85,0.0,2.38,57.918000000000006,0
R00316,35.921075,126.932087,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2025-01-18,2.2159999999999997,-4.72,9.05,13.81,3.35,60.888,1
R00014,35.823624,127.130986,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2025-02-08,2.44,-4.62,9.16,27.66,0.35,65.684,0
R00242,35.921216,126.78377,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2025-07-27,24.235999999999997,18.12,29.81,7.890000000000001,0.0,57.45,0
R00346,35.892252,126.957481,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2026-06-19,24.666,18.03,31.25,29.11,0.0,62.238,1
R00565,35.570006,126.873685,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2025-10-23,7.258,2.64,12.83,0.0,0.0,54.053999999999995,0
R00340,36.004894,127.013813,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2026-08-15,22.642000000000003,15.13,30.29,0.0,0.0,57.614,0
R00092,35.855794,127.148422,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2026-07-08,23.842,15.76,31.21,20.9,0.0,62.726,0
R00367,35.994823,126.95808,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2026-07-06,24.566,17.36,31.2,6.64,0.0,60.081999999999994,0
R00455,35.401253,127.375306,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2026-06-07,23.933999999999997,17.64,30.17,33.68,0.0,62.214,0
R00428,35.41588,127.402421,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2025-07-08,24.436,16.3,30.74,0.0,0.0,53.303999999999995,0
R00509,35.490595,127.389924,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2026-06-22,24.904,16.06,35.86,21.15,0.0,50.398,0
R00035,35.768569,127.091285,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2026-05-19,21.038,15.25,28.73,0.0,0.0,53.34400000000001,0
R00206,35.894142,126.737256,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2025-10-12,7.909999999999999,2.77,15.27,0.0,0.0,59.138,0
R00081,35.8024,127.147489,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2026-04-04,11.884,2.73,22.32,17.04,0.0,55.748000000000005,0
R00562,35.569879,126.8594,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2025-12-16,-0.8019999999999999,-6.99,5.8,0.0,3.97,65.644,0
R00388,35.936603,126.969941,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2026-06-08,25.612000000000002,19.68,32.31,30.86,0.0,53.616,1
R00002,35.823858,127.073667,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2025-10-04,9.968,2.23,19.0,4.08,0.0,59.678,0
R00390,35.942997,126.9622,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2024-11-10,3.1719999999999997,-3.87,8.39,3.02,0.0,60.95399999999999,0
R00566,35.569344,126.877455,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2024-12-09,-0.93,-10.13,6.8,0.0,2.63,55.77,0
R00106,35.776484,127.193677,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2025-07-16,22.926,15.97,30.52,44.76,0.0,67.75399999999999,0
R00477,35.336331,127.39122,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2025-08-31,15.608,8.49,24.9,0.0,0.0,58.384,0
R00402,35.984458,126.921808,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2026-06-04,24.754,15.24,30.56,3.66,0.0,53.513999999999996,0
R00556,35.570216,126.829722,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2024-09-28,10.866,5.46,17.68,0.0,0.0,57.418000000000006,0
R00162,35.96729,126.778488,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2024-12-01,-0.08600000000000001,-7.43,6.88,16.439999999999998,0.0,55.522000000000006,0
R00202,36.018706,126.78486,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2025-03-08,8.604,3.26,14.43,0.0,0.0,57.75600000000001,0
R00270,36.016519,126.687173,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2025-11-11,2.754,-2.58,9.26,2.85,0.0,59.174,0
R00271,36.021575,126.682963,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2025-05-11,20.302,12.1,31.0,0.0,0.0,54.754,0
R00456,35.405231,127.378934,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2025-03-16,10.584,5.02,20.57,2.39,0.0,55.81,0
R00462,35.426601,127.399463,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2026-03-04,8.379999999999999,2.49,14.5,0.0,0.0,57.69200000000001,0
R00252,35.955896,126.749596,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2024-12-14,-3.322,-10.95,2.91,2.29,0.0,58.794000000000004,0
R00296,35.948379,126.988915,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2026-08-01,22.81,15.9,32.35,0.0,0.0,51.664,0
R00338,35.998113,127.006219,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2025-08-30,16.328,8.74,24.38,13.4,0.0,56.496,0
R00053,35.830333,127.153403,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2026-02-20,4.668,-1.31,11.53,0.0,1.04,62.7,0
R00217,35.945693,126.737156,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2026-02-09,2.654,-5.0,9.61,29.21,0.62,62.720000000000006,0
R00188,35.969049,126.738483,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2024-11-10,3.1719999999999997,-3.87,8.39,3.02,0.0,60.95399999999999,0
R00380,35.908842,126.998177,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2025-11-15,1.0,-7.74,9.14,10.95,0.0,58.092,1
R00493,35.414523,127.390643,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2026-06-16,25.333999999999996,18.97,34.26,6.49,0.0,62.246,0
R00041,35.788013,127.111612,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2026-05-09,19.878,8.17,28.89,0.0,0.0,57.11,0
R00157,35.968921,126.753601,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2026-01-14,0.8400000000000001,-6.21,6.82,17.72,0.0,68.096,0
R00015,35.823135,127.13637,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2026-04-15,16.182,9.17,25.0,0.0,0.0,63.977999999999994,0
R00065,35.871408,127.194156,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2026-06-27,25.292,18.55,31.57,11.09,0.0,56.998000000000005,0
R00521,35.394619,127.412143,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2025-09-09,16.008,7.92,25.16,0.0,0.0,64.644,0
R00344,35.881631,126.957415,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2025-08-03,24.092000000000002,18.27,29.49,11.670000000000002,0.0,61.778,0
R00129,35.855777,127.114311,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2025-06-10,23.113999999999997,15.64,30.37,24.5,0.0,60.81600000000001,0
R00648,35.516605,126.909882,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,1,F0063,2025-01-29,상온아스콘,35.41790110235762,1,2025-05-03,21.588,12.21,28.81,12.4,0.0,60.396,0
R00472,35.458538,127.433838,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2024-11-07,4.122,-7.07,14.44,0.0,0.0,60.678,0
R00063,35.865229,127.186766,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2025-05-13,21.919999999999998,14.74,29.44,6.34,0.0,56.172000000000004,0
R00139,35.967245,126.667504,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2025-10-11,7.3420000000000005,-0.86,16.06,15.74,0.0,65.078,0
R00499,35.443614,127.389726,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2025-04-10,14.813999999999998,2.4,22.94,8.9,0.0,61.484,0
R00593,35.560644,126.84654,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2025-06-25,26.826,19.27,32.93,40.7,0.0,67.55600000000001,0
R00392,35.948941,126.957302,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,1,F0061,2024-05-03,덧씌우기,287.2705145235735,1,2025-08-10,19.872,13.26,27.43,41.95,0.0,64.85,1
R00675,35.608788,126.81545,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2025-03-19,8.886,1.23,18.25,6.74,0.0,62.70399999999999,0
R00419,35.416927,127.35934,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2026-03-15,9.226,2.59,14.71,9.86,0.0,57.538,0
R00289,35.947722,126.954865,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2024-10-06,9.98,4.46,16.79,14.09,0.0,67.586,1
R00379,35.904996,127.000287,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2024-12-23,-3.064,-11.08,5.12,0.0,2.01,62.352,1
R00490,35.399475,127.389946,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2025-03-29,10.922,1.21,23.39,0.0,0.0,57.565999999999995,0
R00231,36.01351,126.737731,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2025-05-24,24.182,17.41,30.13,0.0,0.0,58.626,0
R00041,35.788013,127.111612,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2025-09-30,12.102,3.11,22.03,11.96,0.0,55.104,0
R00028,35.824172,127.198837,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2026-01-05,-2.63,-9.58,3.28,0.0,0.62,48.93,0
R00135,35.87861,127.095273,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2025-06-08,24.248,17.3,32.05,11.24,0.0,55.238,0
R00201,36.013271,126.78425,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2025-05-22,21.502,15.12,27.22,0.0,0.0,54.848,0
R00033,35.823408,127.224027,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2025-10-30,3.6800000000000006,-3.58,12.34,2.12,0.0,48.116,0
R00048,35.811944,127.135805,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2024-12-03,-0.7879999999999999,-6.64,4.7,0.0,0.0,58.946000000000005,0
R00503,35.461896,127.390338,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2026-06-07,23.933999999999997,17.64,30.17,33.68,0.0,62.214,1
R00407,36.00134,126.904199,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2025-10-12,7.909999999999999,2.77,15.27,0.0,0.0,59.138,0
R00574,35.568805,126.916376,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2026-04-21,17.887999999999998,11.08,24.27,0.0,0.0,59.486000000000004,0
R00099,35.890533,127.148617,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2025-10-21,6.074,-1.59,12.75,27.66,0.0,64.19,0
R00547,35.570127,126.786581,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2025-08-28,17.778,9.18,22.99,16.78,0.0,57.784000000000006,0
R00613,35.489736,126.855306,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2024-10-30,5.9159999999999995,-2.85,15.7,12.5,0.0,65.576,0
R00462,35.426601,127.399463,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2026-05-14,20.336000000000002,13.76,27.76,3.83,0.0,59.88199999999999,0
R00643,35.634857,126.855447,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2024-09-17,12.78,6.1,20.95,12.51,0.0,62.896,0
R00005,35.82463,127.087153,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2025-02-22,6.444,-5.93,14.0,20.799999999999997,0.0,58.67,0
R00218,35.950727,126.736954,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2025-08-17,21.024,14.48,27.32,6.23,0.0,59.215999999999994,0
R00503,35.461896,127.390338,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2025-11-12,3.5460000000000003,-4.43,11.62,0.0,0.0,60.428,0
R00398,35.971895,126.935194,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2025-03-01,6.63,-3.82,17.17,0.0,0.0,55.246,0
R00393,35.953645,126.953148,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2025-01-21,1.6039999999999999,-5.23,11.77,0.0,0.32,57.94,0
R00207,35.897151,126.736213,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2025-02-06,2.5759999999999996,-5.99,12.37,31.44,0.5700000000000001,65.196,0
R00015,35.823135,127.13637,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2024-09-28,10.866,5.46,17.68,0.0,0.0,57.418000000000006,0
R00554,35.570373,126.820252,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2024-10-20,7.866,0.88,13.56,13.51,0.0,60.012,0
R00461,35.422041,127.396406,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2024-09-10,16.454,8.6,24.29,0.0,0.0,50.426,0
R00575,35.570003,126.92076,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2025-08-13,23.162,14.85,31.2,28.29,0.0,61.084,0
R00241,35.917537,126.786675,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2024-11-01,4.578,-2.5,14.22,0.0,0.0,58.212,0
R00564,35.570503,126.868176,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2026-03-01,4.79,-2.33,15.12,9.56,0.0,53.82000000000001,0
R00096,35.874516,127.146631,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2026-06-21,25.214000000000002,16.6,33.5,3.79,0.0,61.996,0
R00485,35.375685,127.391521,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2024-12-14,-3.322,-10.95,2.91,2.29,0.0,58.794000000000004,0
R00407,36.00134,126.904199,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2026-04-22,17.02,9.82,24.75,6.54,0.0,58.065999999999995,0
