grid_id,lanes,road_rank,road_type,road_link_distance_m
22882_8009,2,103,3,1.1422300723366618e-09
23079_8071,2,103,0,1.1469202716650732e-09
22947_8018,2,103,0,1.1473567595855909e-09
22901_7967,2,101,0,1.1511517213932607e-09
22981_7900,1,103,0,1.1521538317800115e-09
23030_7899,2,101,3,1.154494640687206e-09
22840_7935,2,103,0,1.1556606691324925e-09
23101_7845,1,106,0,1.1558032864751537e-09
22956_7881,1,106,0,1.1576659041504103e-09
22982_7904,1,103,0,1.1622494949967503e-09
22864_8045,2,101,0,1.1649192211249836e-09
22931_7995,2,103,0,1.1743200356825822e-09
22965_7985,2,101,0,1.1898185190845207e-09
22882_8038,1,106,0,1.1953274977602791e-09
23103_8033,1,106,0,1.212243492849267e-09
22876_7947,1,103,0,1.2127713435477267e-09
23033_8008,1,106,0,1.213997826715835e-09
22928_7941,2,103,0,1.2163934709022885e-09
23033_7979,1,103,0,1.2187209756857714e-09
22943_8031,1,106,0,1.2194998481455381e-09
22879_7896,1,106,0,1.223145438917323e-09
23047_7849,1,106,0,1.2273686322638057e-09
23045_7970,1,103,0,1.23820596895144e-09
23091_7890,2,103,0,1.243746594100173e-09
23011_7873,2,103,4,1.2584800519096079e-09
22889_7840,1,104,0,1.2632269505616116e-09
23102_7860,2,101,0,1.2714966538937407e-09
22976_7954,2,101,4,1.2773126695370693e-09
22959_7860,2,103,0,1.2796758544548813e-09
22985_7952,1,106,0,1.2817886680251384e-09
