date,station_id,station_name,lat,lon,avg_temp,min_temp,max_temp,precipitation,snowfall,humidity
2024-01-21,JB01,전주,35.8242,127.148,0.96,-2.88,4.81,0.0,0.0,52.71
2024-01-22,JB01,전주,35.8242,127.148,1.05,-3.47,5.58,0.0,0.0,47.77
2024-01-23,JB01,전주,35.8242,127.148,1.03,-3.71,5.77,0.0,0.0,61.57
2024-01-24,JB01,전주,35.8242,127.148,4.22,1.03,7.41,2.57,0.0,46.29
2024-01-25,JB01,전주,35.8242,127.148,2.35,-1.91,6.6,0.0,0.0,61.14
2024-01-26,JB01,전주,35.8242,127.148,2.95,-3.75,9.65,0.0,0.0,48.1
2024-01-27,JB01,전주,35.8242,127.148,-4.06,-8.85,0.74,0.0,0.0,51.88
2024-01-28,JB01,전주,35.8242,127.148,0.84,-4.83,6.51,0.0,0.24,53.14
2024-01-29,JB01,전주,35.8242,127.148,1.18,-5.27,7.62,0.0,0.53,48.35
2024-01-30,JB01,전주,35.8242,127.148,-0.31,-7.15,6.54,0.0,0.0,48.97
2024-01-31,JB01,전주,35.8242,127.148,3.8,-1.12,8.73,0.0,0.0,51.45
2024-02-01,JB01,전주,35.8242,127.148,2.77,-1.23,6.77,0.0,0.0,59.73
2024-02-02,JB01,전주,35.8242,127.148,5.63,0.95,10.3,0.0,0.0,71.06
2024-02-03,JB01,전주,35.8242,127.148,2.51,-1.54,6.55,0.0,3.55,45.76
2024-02-04,JB01,전주,35.8242,127.148,-1.16,-7.48,5.16,0.0,0.0,54.17
2024-02-05,JB01,전주,35.8242,127.148,5.78,2.5,9.06,0.0,0.0,64.43
2024-02-06,JB01,전주,35.8242,127.148,1.47,-3.02,5.97,10.18,1.78,65.66
2024-02-07,JB01,전주,35.8242,127.148,0.55,-2.61,3.71,0.0,0.0,67.16
2024-02-08,JB01,전주,35.8242,127.148,-0.45,-4.99,4.08,11.58,0.0,77.3
2024-02-09,JB01,전주,35.8242,127.148,4.18,-1.79,10.15,0.0,0.0,55.76
2024-02-10,JB01,전주,35.8242,127.148,3.63,-1.06,8.32,8.14,0.0,83.28
2024-02-11,JB01,전주,35.8242,127.148,1.16,-3.02,5.35,0.0,0.0,61.16
2024-02-12,JB01,전주,35.8242,127.148,6.27,2.57,9.97,0.0,0.0,36.53
2024-02-13,JB01,전주,35.8242,127.148,3.16,-0.18,6.49,0.0,0.0,52.71
2024-02-14,JB01,전주,35.8242,127.148,1.61,-2.78,6.01,0.0,0.0,79.29
2024-02-15,JB01,전주,35.8242,127.148,0.8,-2.49,4.09,0.0,0.19,61.42
2024-02-16,JB01,전주,35.8242,127.148,8.22,4.8,11.63,14.61,0.0,65.93
2024-02-17,JB01,전주,35.8242,127.148,3.92,0.94,6.91,5.7,1.52,64.12
2024-02-18,JB01,전주,35.8242,127.148,5.27,0.71,9.83,0.0,0.0,61.16
2024-02-19,JB01,전주,35.8242,127.148,4.37,-2.43,11.18,0.0,0.0,50.37
2024-02-20,JB01,전주,35.8242,127.148,2.12,-3.69,7.93,11.5,0.0,71.75
2024-02-21,JB01,전주,35.8242,127.148,2.32,-1.67,6.3,0.0,0.0,55.08
2024-02-22,JB01,전주,35.8242,127.148,4.92,0.7,9.14,0.0,0.0,32.33
2024-02-23,JB01,전주,35.8242,127.148,4.79,0.1,9.49,0.0,0.05,75.27
2024-02-24,JB01,전주,35.8242,127.148,1.87,-3.58,7.32,0.0,0.0,47.47
2024-02-25,JB01,전주,35.8242,127.148,4.95,-0.98,10.88,0.0,0.0,69.77
2024-02-26,JB01,전주,35.8242,127.148,7.0,0.58,13.42,0.0,0.0,55.03
2024-02-27,JB01,전주,35.8242,127.148,6.3,2.57,10.04,0.0,0.0,46.22
2024-02-28,JB01,전주,35.8242,127.148,8.22,3.93,12.51,0.0,0.0,65.51
2024-02-29,JB01,전주,35.8242,127.148,10.92,5.61,16.22,0.0,0.0,57.33
2024-03-01,JB01,전주,35.8242,127.148,3.94,0.01,7.87,0.0,0.0,64.38
2024-03-02,JB01,전주,35.8242,127.148,5.28,1.89,8.66,0.0,0.0,45.83
2024-03-03,JB01,전주,35.8242,127.148,5.55,0.71,10.4,0.0,0.0,64.09
2024-03-04,JB01,전주,35.8242,127.148,1.87,-2.96,6.71,0.0,0.0,62.14
2024-03-05,JB01,전주,35.8242,127.148,11.46,9.23,13.69,0.0,0.0,63.91
2024-03-06,JB01,전주,35.8242,127.148,4.0,-2.13,10.12,0.0,0.0,66.47
2024-03-07,JB01,전주,35.8242,127.148,6.63,1.24,12.03,0.0,0.0,60.33
2024-03-08,JB01,전주,35.8242,127.148,8.78,3.98,13.58,0.0,0.0,56.52
2024-03-09,JB01,전주,35.8242,127.148,8.07,3.15,12.99,0.0,0.0,47.41
2024-03-10,JB01,전주,35.8242,127.148,8.35,2.22,14.48,0.0,0.0,49.78
2024-03-11,JB01,전주,35.8242,127.148,9.35,3.92,14.78,0.0,0.0,71.29
2024-03-12,JB01,전주,35.8242,127.148,11.14,5.71,16.56,40.1,0.0,70.05
2024-03-13,JB01,전주,35.8242,127.148,13.15,9.15,17.15,21.5,0.0,62.68
2024-03-14,JB01,전주,35.8242,127.148,5.68,2.05,9.3,0.0,0.0,63.24
2024-03-15,JB01,전주,35.8242,127.148,10.4,7.46,13.35,0.0,0.0,58.54
2024-03-16,JB01,전주,35.8242,127.148,8.83,3.82,13.83,8.51,0.0,67.1
2024-03-17,JB01,전주,35.8242,127.148,11.45,7.73,15.18,8.98,0.0,61.25
2024-03-18,JB01,전주,35.8242,127.148,11.65,7.45,15.86,15.21,0.0,57.21
2024-03-19,JB01,전주,35.8242,127.148,7.07,5.07,9.07,14.3,0.0,71.42
2024-03-20,JB01,전주,35.8242,127.148,13.46,7.5,19.42,3.17,0.0,59.56
2024-03-21,JB01,전주,35.8242,127.148,14.32,9.72,18.92,0.0,0.0,52.06
2024-03-22,JB01,전주,35.8242,127.148,7.74,4.22,11.26,0.0,0.0,66.04
2024-03-23,JB01,전주,35.8242,127.148,15.65,12.67,18.63,2.19,0.0,58.44
2024-03-24,JB01,전주,35.8242,127.148,7.35,1.83,12.87,4.23,0.0,54.84
2024-03-25,JB01,전주,35.8242,127.148,12.99,8.7,17.28,0.0,0.0,61.62
2024-03-26,JB01,전주,35.8242,127.148,15.36,11.23,19.48,0.0,0.0,68.67
2024-03-27,JB01,전주,35.8242,127.148,11.62,5.89,17.34,6.56,0.0,82.76
2024-03-28,JB01,전주,35.8242,127.148,17.62,13.04,22.2,0.0,0.0,68.76
2024-03-29,JB01,전주,35.8242,127.148,10.83,5.96,15.7,0.0,0.0,61.14
2024-03-30,JB01,전주,35.8242,127.148,11.08,8.33,13.83,0.0,0.0,46.83
2024-03-31,JB01,전주,35.8242,127.148,12.2,8.03,16.38,0.0,0.0,69.06
2024-04-01,JB01,전주,35.8242,127.148,11.22,6.33,16.1,0.0,0.0,55.16
2024-04-02,JB01,전주,35.8242,127.148,14.19,9.01,19.37,0.0,0.0,68.64
2024-04-03,JB01,전주,35.8242,127.148,11.23,6.72,15.74,0.0,0.0,60.23
2024-04-04,JB01,전주,35.8242,127.148,17.63,13.03,22.23,0.0,0.0,57.43
2024-04-05,JB01,전주,35.8242,127.148,14.0,10.36,17.64,0.0,0.0,49.48
2024-04-06,JB01,전주,35.8242,127.148,16.23,10.53,21.92,5.58,0.0,59.38
2024-04-07,JB01,전주,35.8242,127.148,17.09,14.61,19.58,22.3,0.0,68.65
2024-04-08,JB01,전주,35.8242,127.148,11.46,9.46,13.46,0.0,0.0,82.2
2024-04-09,JB01,전주,35.8242,127.148,16.33,12.44,20.21,0.0,0.0,42.39
2024-04-10,JB01,전주,35.8242,127.148,14.79,10.18,19.39,14.77,0.0,76.5
2024-04-11,JB01,전주,35.8242,127.148,14.06,8.57,19.55,0.0,0.0,48.3
2024-04-12,JB01,전주,35.8242,127.148,13.8,7.83,19.77,22.91,0.0,90.88
2024-04-13,JB01,전주,35.8242,127.148,16.46,11.67,21.24,0.0,0.0,54.38
2024-04-14,JB01,전주,35.8242,127.148,14.09,10.09,18.1,0.9,0.0,53.34
2024-04-15,JB01,전주,35.8242,127.148,19.32,17.32,21.32,0.71,0.0,61.04
2024-04-16,JB01,전주,35.8242,127.148,16.34,12.12,20.56,0.0,0.0,60.03
2024-04-17,JB01,전주,35.8242,127.148,14.56,9.28,19.83,0.0,0.0,61.85
2024-04-18,JB01,전주,35.8242,127.148,18.52,13.69,23.35,0.0,0.0,57.13
2024-04-19,JB01,전주,35.8242,127.148,16.65,12.98,20.32,0.0,0.0,45.56
2024-04-20,JB01,전주,35.8242,127.148,15.46,11.04,19.88,0.0,0.0,58.51
2024-04-21,JB01,전주,35.8242,127.148,15.95,10.46,21.44,0.0,0.0,56.4
2024-04-22,JB01,전주,35.8242,127.148,16.42,11.32,21.53,0.0,0.0,43.52
2024-04-23,JB01,전주,35.8242,127.148,18.03,13.24,22.81,0.0,0.0,59.9
2024-04-24,JB01,전주,35.8242,127.148,14.89,8.92,20.86,0.0,0.0,55.47
2024-04-25,JB01,전주,35.8242,127.148,19.45,17.45,21.45,0.0,0.0,55.06
2024-04-26,JB01,전주,35.8242,127.148,16.2,10.91,21.48,0.0,0.0,46.23
2024-04-27,JB01,전주,35.8242,127.148,16.95,12.19,21.71,0.0,0.0,45.78
2024-04-28,JB01,전주,35.8242,127.148,19.75,13.24,26.25,0.0,0.0,53.76
2024-04-29,JB01,전주,35.8242,127.148,15.37,12.28,18.46,0.0,0.0,52.79
2024-04-30,JB01,전주,35.8242,127.148,21.47,16.7,26.23,0.0,0.0,63.15
2024-05-01,JB01,전주,35.8242,127.148,18.31,12.41,24.21,0.0,0.0,51.63
2024-05-02,JB01,전주,35.8242,127.148,21.18,15.84,26.52,0.71,0.0,48.22
2024-05-03,JB01,전주,35.8242,127.148,20.62,17.68,23.55,0.0,0.0,49.93
2024-05-04,JB01,전주,35.8242,127.148,17.15,11.86,22.44,3.85,0.0,56.67
2024-05-05,JB01,전주,35.8242,127.148,20.48,15.68,25.27,0.0,0.0,62.71
2024-05-06,JB01,전주,35.8242,127.148,19.29,15.24,23.34,0.0,0.0,47.59
2024-05-07,JB01,전주,35.8242,127.148,14.95,8.67,21.22,0.0,0.0,53.95
2024-05-08,JB01,전주,35.8242,127.148,16.25,12.09,20.41,0.0,0.0,56.1
2024-05-09,JB01,전주,35.8242,127.148,18.39,13.25,23.53,0.0,0.0,43.06
2024-05-10,JB01,전주,35.8242,127.148,22.9,16.14,29.66,0.0,0.0,54.63
2024-05-11,JB01,전주,35.8242,127.148,21.04,15.86,26.21,0.0,0.0,45.29
2024-05-12,JB01,전주,35.8242,127.148,17.38,12.7,22.06,0.0,0.0,76.48
2024-05-13,JB01,전주,35.8242,127.148,21.26,14.93,27.6,12.57,0.0,59.36
2024-05-14,JB01,전주,35.8242,127.148,22.26,16.42,28.09,0.0,0.0,41.08
2024-05-15,JB01,전주,35.8242,127.148,21.93,18.43,25.44,0.0,0.0,57.18
2024-05-16,JB01,전주,35.8242,127.148,18.02,15.3,20.75,0.0,0.0,52.77
2024-05-17,JB01,전주,35.8242,127.148,16.1,10.74,21.46,0.0,0.0,50.86
2024-05-18,JB01,전주,35.8242,127.148,19.23,13.81,24.65,41.33,0.0,94.94
2024-05-19,JB01,전주,35.8242,127.148,22.12,16.73,27.52,0.0,0.0,70.52
2024-05-20,JB01,전주,35.8242,127.148,21.4,17.38,25.42,0.0,0.0,65.91
2024-05-21,JB01,전주,35.8242,127.148,26.38,22.38,30.37,0.0,0.0,61.14
2024-05-22,JB01,전주,35.8242,127.148,22.31,16.77,27.86,0.0,0.0,49.73
2024-05-23,JB01,전주,35.8242,127.148,21.15,19.15,23.15,2.61,0.0,71.22
2024-05-24,JB01,전주,35.8242,127.148,22.55,19.19,25.92,0.0,0.0,68.49
2024-05-25,JB01,전주,35.8242,127.148,20.91,17.41,24.41,0.0,0.0,55.78
2024-05-26,JB01,전주,35.8242,127.148,24.92,20.43,29.4,2.21,0.0,57.66
2024-05-27,JB01,전주,35.8242,127.148,20.55,17.77,23.33,0.0,0.0,54.49
2024-05-28,JB01,전주,35.8242,127.148,21.12,16.73,25.52,0.0,0.0,35.19
2024-05-29,JB01,전주,35.8242,127.148,20.08,16.6,23.57,0.0,0.0,60.83
2024-05-30,JB01,전주,35.8242,127.148,25.61,22.37,28.86,0.0,0.0,62.48
2024-05-31,JB01,전주,35.8242,127.148,24.0,18.9,29.11,9.66,0.0,73.51
2024-06-01,JB01,전주,35.8242,127.148,25.89,23.17,28.61,0.0,0.0,68.02
2024-06-02,JB01,전주,35.8242,127.148,26.89,23.51,30.27,0.0,0.0,58.99
2024-06-03,JB01,전주,35.8242,127.148,26.36,19.88,32.83,5.09,0.0,62.19
2024-06-04,JB01,전주,35.8242,127.148,23.48,20.1,26.87,0.0,0.0,75.85
2024-06-05,JB01,전주,35.8242,127.148,27.0,23.52,30.49,0.0,0.0,64.4
2024-06-06,JB01,전주,35.8242,127.148,25.41,19.54,31.29,0.0,0.0,65.4
2024-06-07,JB01,전주,35.8242,127.148,25.95,21.07,30.82,0.0,0.0,58.84
2024-06-08,JB01,전주,35.8242,127.148,23.15,20.05,26.24,0.0,0.0,75.29
2024-06-09,JB01,전주,35.8242,127.148,27.8,23.02,32.59,0.0,0.0,58.12
2024-06-10,JB01,전주,35.8242,127.148,25.09,21.79,28.38,7.91,0.0,63.82
2024-06-11,JB01,전주,35.8242,127.148,24.46,17.98,30.94,0.0,0.0,58.11
2024-06-12,JB01,전주,35.8242,127.148,25.3,20.75,29.85,0.0,0.0,47.18
2024-06-13,JB01,전주,35.8242,127.148,24.39,20.71,28.06,0.0,0.0,63.11
2024-06-14,JB01,전주,35.8242,127.148,25.73,23.19,28.26,17.23,0.0,82.04
2024-06-15,JB01,전주,35.8242,127.148,24.92,21.35,28.49,0.0,0.0,61.45
2024-06-16,JB01,전주,35.8242,127.148,25.77,19.86,31.69,0.0,0.0,56.68
2024-06-17,JB01,전주,35.8242,127.148,21.91,17.76,26.06,0.0,0.0,55.98
2024-06-18,JB01,전주,35.8242,127.148,23.53,18.75,28.31,0.0,0.0,51.72
2024-06-19,JB01,전주,35.8242,127.148,25.69,21.63,29.75,0.0,0.0,60.73
2024-06-20,JB01,전주,35.8242,127.148,22.23,18.26,26.2,1.82,0.0,40.84
2024-06-21,JB01,전주,35.8242,127.148,25.05,20.51,29.58,0.0,0.0,70.14
2024-06-22,JB01,전주,35.8242,127.148,18.57,13.64,23.51,0.0,0.0,46.72
2024-06-23,JB01,전주,35.8242,127.148,24.08,20.41,27.76,0.0,0.0,54.74
2024-06-24,JB01,전주,35.8242,127.148,28.43,21.9,34.95,31.44,0.0,100.0
2024-06-25,JB01,전주,35.8242,127.148,24.78,20.13,29.42,0.0,0.0,89.79
2024-06-26,JB01,전주,35.8242,127.148,27.04,23.32,30.76,0.0,0.0,54.38
2024-06-27,JB01,전주,35.8242,127.148,23.81,18.31,29.31,0.0,0.0,60.79
2024-06-28,JB01,전주,35.8242,127.148,25.01,20.14,29.88,0.0,0.0,38.63
2024-06-29,JB01,전주,35.8242,127.148,26.56,23.14,29.98,7.05,0.0,56.71
2024-06-30,JB01,전주,35.8242,127.148,26.94,23.91,29.96,0.0,0.0,52.15
2024-07-01,JB01,전주,35.8242,127.148,24.81,20.0,29.61,0.0,0.0,65.24
2024-07-02,JB01,전주,35.8242,127.148,25.04,22.62,27.46,7.38,0.0,62.87
2024-07-03,JB01,전주,35.8242,127.148,24.79,20.05,29.54,0.0,0.0,46.89
2024-07-04,JB01,전주,35.8242,127.148,22.01,18.72,25.31,20.57,0.0,49.44
2024-07-05,JB01,전주,35.8242,127.148,20.7,17.11,24.28,0.0,0.0,53.92
2024-07-06,JB01,전주,35.8242,127.148,24.84,20.68,28.99,0.0,0.0,51.24
2024-07-07,JB01,전주,35.8242,127.148,22.63,17.6,27.66,0.0,0.0,61.9
2024-07-08,JB01,전주,35.8242,127.148,24.9,20.56,29.23,3.81,0.0,58.79
2024-07-09,JB01,전주,35.8242,127.148,21.53,16.95,26.11,0.0,0.0,50.48
2024-07-10,JB01,전주,35.8242,127.148,25.49,20.38,30.6,17.12,0.0,86.06
2024-07-11,JB01,전주,35.8242,127.148,25.75,19.75,31.75,5.4,0.0,63.51
2024-07-12,JB01,전주,35.8242,127.148,23.04,18.72,27.36,0.0,0.0,56.3
2024-07-13,JB01,전주,35.8242,127.148,25.34,21.09,29.58,7.51,0.0,75.66
2024-07-14,JB01,전주,35.8242,127.148,28.23,23.39,33.07,0.0,0.0,46.49
2024-07-15,JB01,전주,35.8242,127.148,23.99,18.45,29.52,9.1,0.0,70.19
2024-07-16,JB01,전주,35.8242,127.148,27.0,22.18,31.82,0.0,0.0,61.36
2024-07-17,JB01,전주,35.8242,127.148,17.0,12.08,21.92,0.0,0.0,40.77
2024-07-18,JB01,전주,35.8242,127.148,25.03,20.01,30.06,0.0,0.0,50.88
2024-07-19,JB01,전주,35.8242,127.148,27.15,23.18,31.12,0.0,0.0,57.98
2024-07-20,JB01,전주,35.8242,127.148,24.75,18.47,31.02,0.0,0.0,47.98
2024-07-21,JB01,전주,35.8242,127.148,23.41,18.95,27.87,0.0,0.0,55.44
2024-07-22,JB01,전주,35.8242,127.148,21.79,16.27,27.3,5.6,0.0,64.71
2024-07-23,JB01,전주,35.8242,127.148,24.95,21.55,28.35,0.0,0.0,69.05
2024-07-24,JB01,전주,35.8242,127.148,22.37,19.43,25.31,0.0,0.0,62.63
2024-07-25,JB01,전주,35.8242,127.148,19.57,14.82,24.33,0.0,0.0,61.74
2024-07-26,JB01,전주,35.8242,127.148,24.65,21.7,27.61,0.0,0.0,54.97
2024-07-27,JB01,전주,35.8242,127.148,21.86,16.4,27.32,0.0,0.0,75.94
2024-07-28,JB01,전주,35.8242,127.148,26.05,21.67,30.43,0.0,0.0,65.67
2024-07-29,JB01,전주,35.8242,127.148,23.06,18.42,27.71,0.0,0.0,57.41
2024-07-30,JB01,전주,35.8242,127.148,20.9,16.85,24.94,0.0,0.0,58.03
2024-07-31,JB01,전주,35.8242,127.148,23.33,18.1,28.57,0.0,0.0,65.56
2024-08-01,JB01,전주,35.8242,127.148,23.29,20.15,26.43,4.4,0.0,51.07
2024-08-02,JB01,전주,35.8242,127.148,19.8,15.24,24.35,5.29,0.0,65.63
2024-08-03,JB01,전주,35.8242,127.148,22.87,17.92,27.82,0.0,0.0,36.92
2024-08-04,JB01,전주,35.8242,127.148,21.09,18.99,23.19,7.43,0.0,75.82
2024-08-05,JB01,전주,35.8242,127.148,22.31,18.36,26.26,4.26,0.0,71.27
2024-08-06,JB01,전주,35.8242,127.148,20.33,14.95,25.72,0.0,0.0,48.45
2024-08-07,JB01,전주,35.8242,127.148,23.86,18.59,29.13,0.0,0.0,50.38
2024-08-08,JB01,전주,35.8242,127.148,19.31,15.4,23.22,0.0,0.0,48.44
2024-08-09,JB01,전주,35.8242,127.148,22.26,19.13,25.4,0.0,0.0,59.1
2024-08-10,JB01,전주,35.8242,127.148,26.92,23.94,29.91,8.6,0.0,66.07
2024-08-11,JB01,전주,35.8242,127.148,21.96,17.63,26.29,4.63,0.0,55.26
2024-08-12,JB01,전주,35.8242,127.148,20.58,17.26,23.9,0.0,0.0,72.45
2024-08-13,JB01,전주,35.8242,127.148,20.37,16.09,24.66,5.93,0.0,53.61
2024-08-14,JB01,전주,35.8242,127.148,20.93,14.98,26.89,0.0,0.0,52.13
2024-08-15,JB01,전주,35.8242,127.148,23.66,18.9,28.43,11.05,0.0,67.94
2024-08-16,JB01,전주,35.8242,127.148,19.06,16.1,22.03,0.0,0.0,64.53
2024-08-17,JB01,전주,35.8242,127.148,19.2,15.36,23.05,0.0,0.0,65.95
2024-08-18,JB01,전주,35.8242,127.148,20.12,16.34,23.9,0.0,0.0,57.33
2024-08-19,JB01,전주,35.8242,127.148,23.3,18.25,28.34,0.0,0.0,70.42
2024-08-20,JB01,전주,35.8242,127.148,22.03,16.86,27.21,11.89,0.0,74.52
2024-08-21,JB01,전주,35.8242,127.148,15.88,12.26,19.51,0.0,0.0,66.4
2024-08-22,JB01,전주,35.8242,127.148,22.52,18.32,26.72,0.0,0.0,55.6
2024-08-23,JB01,전주,35.8242,127.148,19.0,14.42,23.59,5.15,0.0,52.23
2024-08-24,JB01,전주,35.8242,127.148,19.65,15.14,24.15,0.0,0.0,55.64
2024-08-25,JB01,전주,35.8242,127.148,17.93,13.73,22.13,0.0,0.0,57.02
2024-08-26,JB01,전주,35.8242,127.148,17.59,15.4,19.78,0.0,0.0,55.37
2024-08-27,JB01,전주,35.8242,127.148,16.33,10.31,22.35,0.0,0.0,70.88
2024-08-28,JB01,전주,35.8242,127.148,17.93,13.39,22.47,0.0,0.0,58.04
2024-08-29,JB01,전주,35.8242,127.148,21.7,19.7,23.7,4.19,0.0,68.25
2024-08-30,JB01,전주,35.8242,127.148,18.51,14.43,22.59,17.67,0.0,81.76
2024-08-31,JB01,전주,35.8242,127.148,17.83,13.94,21.71,0.0,0.0,59.11
2024-09-01,JB01,전주,35.8242,127.148,16.97,10.85,23.09,0.0,0.0,43.82
2024-09-02,JB01,전주,35.8242,127.148,13.91,9.81,18.01,0.0,0.0,42.93
2024-09-03,JB01,전주,35.8242,127.148,14.19,10.63,17.74,0.0,0.0,76.02
2024-09-04,JB01,전주,35.8242,127.148,15.35,11.25,19.45,0.0,0.0,38.92
2024-09-05,JB01,전주,35.8242,127.148,15.85,12.44,19.25,0.0,0.0,42.0
2024-09-06,JB01,전주,35.8242,127.148,14.09,9.42,18.75,0.0,0.0,62.17
2024-09-07,JB01,전주,35.8242,127.148,12.53,7.09,17.97,0.0,0.0,64.33
2024-09-08,JB01,전주,35.8242,127.148,15.46,12.47,18.45,0.0,0.0,61.65
2024-09-09,JB01,전주,35.8242,127.148,16.74,12.4,21.09,0.0,0.0,68.08
2024-09-10,JB01,전주,35.8242,127.148,14.44,9.11,19.76,0.0,0.0,77.6
2024-09-11,JB01,전주,35.8242,127.148,11.89,8.41,15.37,0.0,0.0,47.42
2024-09-12,JB01,전주,35.8242,127.148,11.44,7.48,15.41,6.75,0.0,56.66
2024-09-13,JB01,전주,35.8242,127.148,12.69,9.16,16.22,0.0,0.0,60.98
2024-09-14,JB01,전주,35.8242,127.148,16.31,12.34,20.27,0.0,0.0,50.86
2024-09-15,JB01,전주,35.8242,127.148,7.59,4.61,10.58,0.15,0.0,71.37
2024-09-16,JB01,전주,35.8242,127.148,13.63,7.71,19.55,0.0,0.0,65.83
2024-09-17,JB01,전주,35.8242,127.148,11.35,6.28,16.43,0.0,0.0,52.23
2024-09-18,JB01,전주,35.8242,127.148,14.63,9.51,19.76,1.94,0.0,60.41
2024-09-19,JB01,전주,35.8242,127.148,13.85,10.23,17.48,12.4,0.0,83.44
2024-09-20,JB01,전주,35.8242,127.148,15.91,12.51,19.31,0.0,0.0,52.69
2024-09-21,JB01,전주,35.8242,127.148,15.13,10.56,19.7,0.0,0.0,39.92
2024-09-22,JB01,전주,35.8242,127.148,11.99,9.2,14.77,0.0,0.0,73.17
2024-09-23,JB01,전주,35.8242,127.148,10.26,5.43,15.09,0.0,0.0,51.72
2024-09-24,JB01,전주,35.8242,127.148,13.81,9.35,18.27,4.49,0.0,62.57
2024-09-25,JB01,전주,35.8242,127.148,13.64,9.63,17.65,0.0,0.0,56.85
2024-09-26,JB01,전주,35.8242,127.148,9.5,4.27,14.73,0.0,0.0,63.94
2024-09-27,JB01,전주,35.8242,127.148,14.97,8.88,21.06,0.0,0.0,61.73
2024-09-28,JB01,전주,35.8242,127.148,9.56,5.04,14.09,26.37,0.0,76.92
2024-09-29,JB01,전주,35.8242,127.148,13.7,11.59,15.81,0.0,0.0,65.96
2024-09-30,JB01,전주,35.8242,127.148,10.76,5.98,15.53,0.0,0.0,57.77
2024-10-01,JB01,전주,35.8242,127.148,15.2,9.79,20.61,0.0,0.0,53.61
2024-10-02,JB01,전주,35.8242,127.148,9.22,7.06,11.38,0.0,0.0,66.45
2024-10-03,JB01,전주,35.8242,127.148,6.17,2.39,9.94,0.0,0.0,48.35
2024-10-04,JB01,전주,35.8242,127.148,9.86,7.65,12.06,0.0,0.0,65.54
2024-10-05,JB01,전주,35.8242,127.148,8.9,6.9,10.9,0.0,0.0,70.33
2024-10-06,JB01,전주,35.8242,127.148,2.62,-1.5,6.74,14.92,0.0,73.98
2024-10-07,JB01,전주,35.8242,127.148,10.43,3.91,16.95,10.53,0.0,78.33
2024-10-08,JB01,전주,35.8242,127.148,7.03,3.14,10.91,0.0,0.0,42.37
2024-10-09,JB01,전주,35.8242,127.148,9.18,3.62,14.75,0.0,0.0,42.11
2024-10-10,JB01,전주,35.8242,127.148,8.12,2.81,13.44,0.0,0.0,47.25
2024-10-11,JB01,전주,35.8242,127.148,10.31,5.51,15.11,0.0,0.0,76.59
2024-10-12,JB01,전주,35.8242,127.148,9.12,3.89,14.34,0.0,0.0,55.86
2024-10-13,JB01,전주,35.8242,127.148,5.87,0.89,10.84,4.27,0.0,84.51
2024-10-14,JB01,전주,35.8242,127.148,8.35,4.66,12.05,0.0,0.0,56.91
2024-10-15,JB01,전주,35.8242,127.148,6.75,1.63,11.87,0.0,0.0,61.53
2024-10-16,JB01,전주,35.8242,127.148,11.74,6.73,16.76,0.0,0.0,52.93
2024-10-17,JB01,전주,35.8242,127.148,5.96,1.74,10.18,0.0,0.0,67.16
2024-10-18,JB01,전주,35.8242,127.148,2.58,-2.87,8.03,0.0,0.0,61.77
2024-10-19,JB01,전주,35.8242,127.148,3.83,-2.13,9.79,0.0,0.0,67.6
2024-10-20,JB01,전주,35.8242,127.148,2.7,-2.71,8.11,0.0,0.0,41.95
