road_point_id,lat,lon,road_name,city,total_sewer_length,old_sewer_length,sewer_old30_ratio,average_sewer_age,sewer_match_status,has_nearby_repair,repair_id,last_repair_date,repair_type,distance_to_last_repair_m,nearby_repair_count,point_id,traffic_station_id,traffic_route,traffic_section,traffic_distance_m,traffic_esal,total_traffic,heavy_vehicle_ratio,traffic_match_type,traffic_score,sewer_score,date,freeze_thaw_14d,freeze_score,rain_7d,rain_14d,rain_score,repair_adjustment,freeze_contribution,rain_contribution,sewer_contribution,traffic_contribution,base_risk_score,risk_score,risk_level,main_risk_factor,risk_reason,rule_based_risk_score,rule_based_risk_level,rule_based_risk_reason,has_past_repair,latest_repair_id,latest_repair_date,latest_repair_distance_m,days_since_last_repair,logistic_score,contribution_freeze_thaw_14d,contribution_rain_7d,contribution_rain_14d,contribution_sewer_old30_ratio,contribution_traffic_esal,contribution_has_past_repair,contribution_days_since_last_repair,risk_percentile,risk_rank_group
R00154,35.967652,126.739072,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,1,F0011,2024-03-26,임시보수,284.1412180574434,1,153,2914-00,국도29호선,개정면-성산면(2914-00),3285.9514385123416,3290.9867000000004,15555.0,0.0942109404788128,city_median,79.4299920661839,44.2118307244208,2025-12-31,13.0,100.0,9.050000000000008,17.75,17.960000000000008,-2.0,35.0,4.490000000000002,8.84236614488416,15.88599841323678,64.21836455812094,99.70588235294117,매우 위험,보수 후 경과기간,"Logistic 위험순위 상위 0.3% | 주요 증가요인=보수 후 경과기간 | 동결융해 14일 13회 | 7일 강수 9.1mm | 14일 강수 17.8mm | 하수관 노후비율 44.2% | ESAL 3291.0 (도시 중앙값) | 최근 보수 645일 전 / 거리 284m | 모델기여도[동결융해=+0.696, 7일 누적강수=-0.085, 14일 누적강수=+0.099, 하수관로 노후도=-0.007, 교통하중=+0.007, 과거 보수이력=+1.214, 보수 후 경과기간=+1.299]",62.21836455812094,위험,"주요원인=동결융해 | 동결융해=100.0점 (14일 13회) | 누적강수=18.0점 (7일 9.1mm, 14일 17.8mm) | 하수관로 노후도=44.2점 (30년 이상 비율 44.2%) | 교통하중=79.4점 (ESAL 3291.0, 도시 중앙값 적용) | 최근보수=645일 전 (284m, 보정 -2점)",1,F0011,2024-03-26,284.1412180574434,645.0,0.953226352616221,0.696248318989472,-0.08492964696704859,0.09850479154862715,-0.007391001686411909,0.007281250748113266,1.2142911181258602,1.2994385038814298,99.70588235294117,상위 1%
R00668,35.584904,126.840671,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,1,F0060,2025-09-13,상온아스콘,107.8272115992774,1,667,2101-13,국도21호선,쌍치면-정읍시(2101-13),5526.936157783986,1150.0363,9688.5,0.0338430466812314,city_median,61.41042297962357,38.66112680187532,2025-12-31,13.0,100.0,0.0,8.97,3.5880000000000005,-7.0,35.0,0.8970000000000001,7.732225360375065,12.282084595924715,55.911309956299775,92.79411764705883,주의,과거 보수이력,"Logistic 위험순위 상위 7.2% | 주요 증가요인=과거 보수이력 | 동결융해 14일 13회 | 7일 강수 0.0mm | 14일 강수 9.0mm | 하수관 노후비율 38.7% | ESAL 1150.0 (도시 중앙값) | 최근 보수 109일 전 / 거리 108m | 모델기여도[동결융해=+0.696, 7일 누적강수=-0.264, 14일 누적강수=+0.198, 하수관로 노후도=+0.003, 교통하중=-0.003, 과거 보수이력=+1.214, 보수 후 경과기간=+0.205]",48.911309956299775,주의,"주요원인=동결융해 | 동결융해=100.0점 (14일 13회) | 누적강수=3.6점 (7일 0.0mm, 14일 9.0mm) | 하수관로 노후도=38.7점 (30년 이상 비율 38.7%) | 교통하중=61.4점 (ESAL 1150.0, 도시 중앙값 적용) | 최근보수=109일 전 (108m, 보정 -7점)",1,F0060,2025-09-13,107.82721159927739,109.0,0.8630136776493935,0.696248318989472,-0.2641455745468213,0.19750546345590905,0.0034172125813376917,-0.0026691807566838026,1.2142911181258602,0.20481299564316718,92.79411764705883,상위 5~15%
R00079,35.792888,127.148975,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,1,F0057,2025-12-06,덧씌우기,65.08847281994517,1,78,2606-00,국도26호선,전주시-소양면(2606-00),9178.582129641807,2061.5824,24125.0,0.0379012869466836,city_median,71.41276306437679,0.04049321742811,2025-12-31,10.0,100.0,32.11999999999999,37.29,53.46,-10.0,35.0,13.364999999999998,0.008098643485622,14.282552612875358,62.655651256360976,92.64705882352942,주의,과거 보수이력,"Logistic 위험순위 상위 7.4% | 주요 증가요인=과거 보수이력 | 동결융해 14일 10회 | 7일 강수 32.1mm | 14일 강수 37.3mm | 하수관 노후비율 0.0% | ESAL 2061.6 (도시 중앙값) | 최근 보수 25일 전 / 거리 65m | 모델기여도[동결융해=+0.467, 7일 누적강수=+0.372, 14일 누적강수=-0.122, 하수관로 노후도=+0.079, 교통하중=+0.002, 과거 보수이력=+1.214, 보수 후 경과기간=+0.033]",52.655651256360976,주의,"주요원인=동결융해 | 동결융해=100.0점 (14일 10회) | 누적강수=53.5점 (7일 32.1mm, 14일 37.3mm) | 하수관로 노후도=0.0점 (30년 이상 비율 0.0%) | 교통하중=71.4점 (ESAL 2061.6, 도시 중앙값 적용) | 최근보수=25일 전 (65m, 보정 -10점)",1,F0057,2025-12-06,65.08847281994517,25.0,0.8624200282842978,0.4666037476149821,0.37192244687442655,-0.12182244410835341,0.07861850033900436,0.0015673849440044974,1.2142911181258602,0.03326720703866336,92.64705882352942,상위 5~15%
R00672,35.599161,126.826231,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,1,F0034,2025-09-20,임시보수,118.8733200867511,1,671,2909-01,국도29호선,정읍시-화호리(2909-01),4340.807276659744,1150.0363,9688.5,0.0338430466812314,city_median,61.41042297962357,38.66112680187532,2025-12-31,13.0,100.0,0.0,8.97,3.5880000000000005,-7.0,35.0,0.8970000000000001,7.732225360375065,12.282084595924715,55.911309956299775,92.5,주의,과거 보수이력,"Logistic 위험순위 상위 7.5% | 주요 증가요인=과거 보수이력 | 동결융해 14일 13회 | 7일 강수 0.0mm | 14일 강수 9.0mm | 하수관 노후비율 38.7% | ESAL 1150.0 (도시 중앙값) | 최근 보수 102일 전 / 거리 119m | 모델기여도[동결융해=+0.696, 7일 누적강수=-0.264, 14일 누적강수=+0.198, 하수관로 노후도=+0.003, 교통하중=-0.003, 과거 보수이력=+1.214, 보수 후 경과기간=+0.191]",48.911309956299775,주의,"주요원인=동결융해 | 동결융해=100.0점 (14일 13회) | 누적강수=3.6점 (7일 0.0mm, 14일 9.0mm) | 하수관로 노후도=38.7점 (30년 이상 비율 38.7%) | 교통하중=61.4점 (ESAL 1150.0, 도시 중앙값 적용) | 최근보수=102일 전 (119m, 보정 -7점)",1,F0034,2025-09-20,118.8733200867511,102.0,0.861314863437963,0.696248318989472,-0.2641455745468213,0.19750546345590905,0.0034172125813376917,-0.0026691807566838026,1.2142911181258602,0.1905175132594585,92.5,상위 5~15%
R00166,35.967555,126.79673,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,1,F0053,2025-11-12,상온아스콘,89.18513329030091,2,165,2914-00,국도29호선,개정면-성산면(2914-00),2715.816235594644,4712.053800000001,20282.0,0.1065969825460999,nearest_station,85.58344961603397,44.2118307244208,2025-12-31,13.0,100.0,9.050000000000008,17.75,17.960000000000008,-10.0,35.0,4.490000000000002,8.84236614488416,17.116689923206795,65.44905606809095,92.3529411764706,주의,과거 보수이력,"Logistic 위험순위 상위 7.6% | 주요 증가요인=과거 보수이력 | 동결융해 14일 13회 | 7일 강수 9.1mm | 14일 강수 17.8mm | 하수관 노후비율 44.2% | ESAL 4712.1 (실제 조사점 2.7km) | 최근 보수 49일 전 / 거리 89m | 모델기여도[동결융해=+0.696, 7일 누적강수=-0.085, 14일 누적강수=+0.099, 하수관로 노후도=-0.007, 교통하중=+0.014, 과거 보수이력=+1.214, 보수 후 경과기간=+0.082]",55.44905606809096,위험,"주요원인=동결융해 | 동결융해=100.0점 (14일 13회) | 누적강수=18.0점 (7일 9.1mm, 14일 17.8mm) | 하수관로 노후도=44.2점 (30년 이상 비율 44.2%) | 교통하중=85.6점 (ESAL 4712.1, 2.7km 이내 실제 조사점 적용) | 최근보수=49일 전 (89m, 보정 -10점)",1,F0053,2025-11-12,89.18513329030091,49.0,0.8586325909435271,0.696248318989472,-0.08492964696704859,0.09850479154862715,-0.007391001686411909,0.013885902047961505,1.2142911181258602,0.08228028949709303,92.3529411764706,상위 5~15%
R00200,36.01122,126.779538,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,1,F0035,2025-11-17,덧씌우기,10.903288952814576,1,199,2914-00,국도29호선,개정면-성산면(2914-00),3426.6542239951623,3290.9867000000004,15555.0,0.0942109404788128,city_median,79.4299920661839,44.2118307244208,2025-12-31,13.0,100.0,9.050000000000008,17.75,17.960000000000008,-10.0,35.0,4.490000000000002,8.84236614488416,15.88599841323678,64.21836455812094,92.20588235294119,주의,과거 보수이력,"Logistic 위험순위 상위 7.8% | 주요 증가요인=과거 보수이력 | 동결융해 14일 13회 | 7일 강수 9.1mm | 14일 강수 17.8mm | 하수관 노후비율 44.2% | ESAL 3291.0 (도시 중앙값) | 최근 보수 44일 전 / 거리 11m | 모델기여도[동결융해=+0.696, 7일 누적강수=-0.085, 14일 누적강수=+0.099, 하수관로 노후도=-0.007, 교통하중=+0.007, 과거 보수이력=+1.214, 보수 후 경과기간=+0.072]",54.21836455812094,주의,"주요원인=동결융해 | 동결융해=100.0점 (14일 13회) | 누적강수=18.0점 (7일 9.1mm, 14일 17.8mm) | 하수관로 노후도=44.2점 (30년 이상 비율 44.2%) | 교통하중=79.4점 (ESAL 3291.0, 도시 중앙값 적용) | 최근보수=44일 전 (11m, 보정 -10점)",1,F0035,2025-11-17,10.903288952814576,44.0,0.8565791198352634,0.696248318989472,-0.08492964696704859,0.09850479154862715,-0.007391001686411909,0.007281250748113266,1.2142911181258602,0.07206923065158684,92.20588235294119,상위 5~15%
R00235,36.033441,126.73549,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,1,F0015,2025-12-07,임시보수,62.68638319725091,1,234,2914-00,국도29호선,개정면-성산면(2914-00),6667.016027575918,3290.9867000000004,15555.0,0.0942109404788128,city_median,79.4299920661839,44.2118307244208,2025-12-31,13.0,100.0,9.050000000000008,17.75,17.960000000000008,-10.0,35.0,4.490000000000002,8.84236614488416,15.88599841323678,64.21836455812094,92.05882352941175,주의,과거 보수이력,"Logistic 위험순위 상위 7.9% | 주요 증가요인=과거 보수이력 | 동결융해 14일 13회 | 7일 강수 9.1mm | 14일 강수 17.8mm | 하수관 노후비율 44.2% | ESAL 3291.0 (도시 중앙값) | 최근 보수 24일 전 / 거리 63m | 모델기여도[동결융해=+0.696, 7일 누적강수=-0.085, 14일 누적강수=+0.099, 하수관로 노후도=-0.007, 교통하중=+0.007, 과거 보수이력=+1.214, 보수 후 경과기간=+0.031]",54.21836455812094,주의,"주요원인=동결융해 | 동결융해=100.0점 (14일 13회) | 누적강수=18.0점 (7일 9.1mm, 14일 17.8mm) | 하수관로 노후도=44.2점 (30년 이상 비율 44.2%) | 교통하중=79.4점 (ESAL 3291.0, 도시 중앙값 적용) | 최근보수=24일 전 (63m, 보정 -10점)",1,F0015,2025-12-07,62.68638319725091,24.0,0.8514879094947493,0.696248318989472,-0.08492964696704859,0.09850479154862715,-0.007391001686411909,0.007281250748113266,1.2142911181258602,0.031224995269562118,92.05882352941175,상위 5~15%
R00619,35.520201,126.855662,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,1,F0040,2025-12-01,상온아스콘,120.17049008308062,2,618,2101-13,국도21호선,쌍치면-정읍시(2101-13),3848.706545273786,1150.0363,9688.5,0.0338430466812314,city_median,61.41042297962357,38.66112680187532,2025-12-31,13.0,100.0,0.0,8.97,3.5880000000000005,-10.0,35.0,0.8970000000000001,7.732225360375065,12.282084595924715,55.911309956299775,91.83823529411764,주의,과거 보수이력,"Logistic 위험순위 상위 8.2% | 주요 증가요인=과거 보수이력 | 동결융해 14일 13회 | 7일 강수 0.0mm | 14일 강수 9.0mm | 하수관 노후비율 38.7% | ESAL 1150.0 (도시 중앙값) | 최근 보수 30일 전 / 거리 120m | 모델기여도[동결융해=+0.696, 7일 누적강수=-0.264, 14일 누적강수=+0.198, 하수관로 노후도=+0.003, 교통하중=-0.003, 과거 보수이력=+1.214, 보수 후 경과기간=+0.043]",45.911309956299775,주의,"주요원인=동결융해 | 동결융해=100.0점 (14일 13회) | 누적강수=3.6점 (7일 0.0mm, 14일 9.0mm) | 하수관로 노후도=38.7점 (30년 이상 비율 38.7%) | 교통하중=61.4점 (ESAL 1150.0, 도시 중앙값 적용) | 최근보수=30일 전 (120m, 보정 -10점)",1,F0040,2025-12-01,120.17049008308062,30.0,0.8428005199137268,0.696248318989472,-0.2641455745468213,0.19750546345590905,0.0034172125813376917,-0.0026691807566838026,1.2142911181258602,0.04347826588416954,91.83823529411764,상위 5~15%
R00677,35.616548,126.809821,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,1,F0067,2025-12-01,덧씌우기,5.691369928888043,2,676,2909-01,국도29호선,정읍시-화호리(2909-01),3037.932839524279,1150.0363,9688.5,0.0338430466812314,city_median,61.41042297962357,38.66112680187532,2025-12-31,13.0,100.0,0.0,8.97,3.5880000000000005,-10.0,35.0,0.8970000000000001,7.732225360375065,12.282084595924715,55.911309956299775,91.83823529411764,주의,과거 보수이력,"Logistic 위험순위 상위 8.2% | 주요 증가요인=과거 보수이력 | 동결융해 14일 13회 | 7일 강수 0.0mm | 14일 강수 9.0mm | 하수관 노후비율 38.7% | ESAL 1150.0 (도시 중앙값) | 최근 보수 30일 전 / 거리 6m | 모델기여도[동결융해=+0.696, 7일 누적강수=-0.264, 14일 누적강수=+0.198, 하수관로 노후도=+0.003, 교통하중=-0.003, 과거 보수이력=+1.214, 보수 후 경과기간=+0.043]",45.911309956299775,주의,"주요원인=동결융해 | 동결융해=100.0점 (14일 13회) | 누적강수=3.6점 (7일 0.0mm, 14일 9.0mm) | 하수관로 노후도=38.7점 (30년 이상 비율 38.7%) | 교통하중=61.4점 (ESAL 1150.0, 도시 중앙값 적용) | 최근보수=30일 전 (6m, 보정 -10점)",1,F0067,2025-12-01,5.691369928888043,30.0,0.8428005199137268,0.696248318989472,-0.2641455745468213,0.19750546345590905,0.0034172125813376917,-0.0026691807566838026,1.2142911181258602,0.04347826588416954,91.83823529411764,상위 5~15%
R00608,35.612504,126.898103,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,1,F0019,2025-12-11,덧씌우기,66.54379000810414,2,607,0115-01,국도1호선,정읍시-태인면(0115-01),1947.2346238664368,1950.6952,24234.0,0.0348271024180902,nearest_station,70.46515873560128,38.66112680187532,2025-12-31,13.0,100.0,0.0,8.97,3.5880000000000005,-10.0,35.0,0.8970000000000001,7.732225360375065,14.093031747120255,57.72225710749532,91.61764705882352,주의,과거 보수이력,"Logistic 위험순위 상위 8.4% | 주요 증가요인=과거 보수이력 | 동결융해 14일 13회 | 7일 강수 0.0mm | 14일 강수 9.0mm | 하수관 노후비율 38.7% | ESAL 1950.7 (실제 조사점 1.9km) | 최근 보수 20일 전 / 거리 67m | 모델기여도[동결융해=+0.696, 7일 누적강수=-0.264, 14일 누적강수=+0.198, 하수관로 노후도=+0.003, 교통하중=+0.001, 과거 보수이력=+1.214, 보수 후 경과기간=+0.023]",47.72225710749532,주의,"주요원인=동결융해 | 동결융해=100.0점 (14일 13회) | 누적강수=3.6점 (7일 0.0mm, 14일 9.0mm) | 하수관로 노후도=38.7점 (30년 이상 비율 38.7%) | 교통하중=70.5점 (ESAL 1950.7, 1.9km 이내 실제 조사점 적용) | 최근보수=20일 전 (67m, 보정 -10점)",1,F0019,2025-12-11,66.54379000810414,20.0,0.8405751631916636,0.696248318989472,-0.2641455745468213,0.19750546345590905,0.0034172125813376917,0.0010520178022160984,1.2142911181258602,0.023056148193157173,91.61764705882352,상위 5~15%
R00581,35.519509,126.805886,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,1,F0068,2025-12-28,상온아스콘,39.29216474944008,1,580,2202-01,국도22호선,정읍IC-흥덕면(2202-01),5466.556752954386,1150.0363,9688.5,0.0338430466812314,city_median,61.41042297962357,38.66112680187532,2025-12-31,13.0,100.0,0.0,8.97,3.5880000000000005,-10.0,35.0,0.8970000000000001,7.732225360375065,12.282084595924715,55.911309956299775,91.47058823529412,주의,과거 보수이력,"Logistic 위험순위 상위 8.5% | 주요 증가요인=과거 보수이력 | 동결융해 14일 13회 | 7일 강수 0.0mm | 14일 강수 9.0mm | 하수관 노후비율 38.7% | ESAL 1150.0 (도시 중앙값) | 최근 보수 3일 전 / 거리 39m | 모델기여도[동결융해=+0.696, 7일 누적강수=-0.264, 14일 누적강수=+0.198, 하수관로 노후도=+0.003, 교통하중=-0.003, 과거 보수이력=+1.214, 보수 후 경과기간=-0.012]",45.911309956299775,주의,"주요원인=동결융해 | 동결융해=100.0점 (14일 13회) | 누적강수=3.6점 (7일 0.0mm, 14일 9.0mm) | 하수관로 노후도=38.7점 (30년 이상 비율 38.7%) | 교통하중=61.4점 (ESAL 1150.0, 도시 중앙값 적용) | 최근보수=3일 전 (39m, 보정 -10점)",1,F0068,2025-12-28,39.29216474944008,3.0,0.8353563568142852,0.696248318989472,-0.2641455745468213,0.19750546345590905,0.0034172125813376917,-0.0026691807566838026,1.2142911181258602,-0.011661451881563839,91.47058823529412,상위 5~15%
R00297,35.948073,126.993646,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,1,F0046,2025-10-29,임시보수,78.4701743515356,2,296,2711-00,국도27호선,익산시-성산면(2711-00),9656.31540633687,1862.3388,20572.0,0.0407835893447404,city_median,69.67072113572632,76.20086776423935,2025-12-31,12.0,100.0,3.429999999999993,17.97,11.303999999999991,-10.0,35.0,2.825999999999998,15.240173552847873,13.934144227145266,67.00031777999314,91.32352941176471,주의,과거 보수이력,"Logistic 위험순위 상위 8.7% | 주요 증가요인=과거 보수이력 | 동결융해 14일 12회 | 7일 강수 3.4mm | 14일 강수 18.0mm | 하수관 노후비율 76.2% | ESAL 1862.3 (도시 중앙값) | 최근 보수 63일 전 / 거리 78m | 모델기여도[동결융해=+0.620, 7일 누적강수=-0.196, 14일 누적강수=+0.096, 하수관로 노후도=-0.070, 교통하중=+0.001, 과거 보수이력=+1.214, 보수 후 경과기간=+0.111]",57.00031777999314,위험,"주요원인=동결융해 | 동결융해=100.0점 (14일 12회) | 누적강수=11.3점 (7일 3.4mm, 14일 18.0mm) | 하수관로 노후도=76.2점 (30년 이상 비율 76.2%) | 교통하중=69.7점 (ESAL 1862.3, 도시 중앙값 적용) | 최근보수=63일 전 (78m, 보정 -10점)",1,F0046,2025-10-29,78.4701743515356,63.0,0.8273149404713852,0.6197001285313087,-0.19622174785084137,0.09602413689946974,-0.06967938373125776,0.0006413663895488769,1.2142911181258602,0.11087125426451032,91.32352941176471,상위 5~15%
R00311,35.905867,126.914919,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,1,F0004,2025-11-19,덧씌우기,79.49476409493717,2,310,2711-00,국도27호선,익산시-성산면(2711-00),8019.513699098427,1862.3388,20572.0,0.0407835893447404,city_median,69.67072113572632,76.20086776423935,2025-12-31,12.0,100.0,3.429999999999993,17.97,11.303999999999991,-10.0,35.0,2.825999999999998,15.240173552847873,13.934144227145266,67.00031777999314,91.17647058823529,주의,과거 보수이력,"Logistic 위험순위 상위 8.8% | 주요 증가요인=과거 보수이력 | 동결융해 14일 12회 | 7일 강수 3.4mm | 14일 강수 18.0mm | 하수관 노후비율 76.2% | ESAL 1862.3 (도시 중앙값) | 최근 보수 42일 전 / 거리 79m | 모델기여도[동결융해=+0.620, 7일 누적강수=-0.196, 14일 누적강수=+0.096, 하수관로 노후도=-0.070, 교통하중=+0.001, 과거 보수이력=+1.214, 보수 후 경과기간=+0.068]",57.00031777999314,위험,"주요원인=동결융해 | 동결융해=100.0점 (14일 12회) | 누적강수=11.3점 (7일 3.4mm, 14일 18.0mm) | 하수관로 노후도=76.2점 (30년 이상 비율 76.2%) | 교통하중=69.7점 (ESAL 1862.3, 도시 중앙값 적용) | 최근보수=42일 전 (79m, 보정 -10점)",1,F0004,2025-11-19,79.49476409493717,42.0,0.8211017059874548,0.6197001285313087,-0.19622174785084137,0.09602413689946974,-0.06967938373125776,0.0006413663895488769,1.2142911181258602,0.06798480711338438,91.17647058823529,상위 5~15%
R00293,35.948796,126.974781,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,1,F0052,2025-12-11,덧씌우기,77.18968037390293,1,292,2711-00,국도27호선,익산시-성산면(2711-00),8033.288006297917,1862.3388,20572.0,0.0407835893447404,city_median,69.67072113572632,76.20086776423935,2025-12-31,12.0,100.0,3.429999999999993,17.97,11.303999999999991,-10.0,35.0,2.825999999999998,15.240173552847873,13.934144227145266,67.00031777999314,91.02941176470588,주의,과거 보수이력,"Logistic 위험순위 상위 9.0% | 주요 증가요인=과거 보수이력 | 동결융해 14일 12회 | 7일 강수 3.4mm | 14일 강수 18.0mm | 하수관 노후비율 76.2% | ESAL 1862.3 (도시 중앙값) | 최근 보수 20일 전 / 거리 77m | 모델기여도[동결융해=+0.620, 7일 누적강수=-0.196, 14일 누적강수=+0.096, 하수관로 노후도=-0.070, 교통하중=+0.001, 과거 보수이력=+1.214, 보수 후 경과기간=+0.023]",57.00031777999314,위험,"주요원인=동결융해 | 동결융해=100.0점 (14일 12회) | 누적강수=11.3점 (7일 3.4mm, 14일 18.0mm) | 하수관로 노후도=76.2점 (30년 이상 비율 76.2%) | 교통하중=69.7점 (ESAL 1862.3, 도시 중앙값 적용) | 최근보수=20일 전 (77m, 보정 -10점)",1,F0052,2025-12-11,77.18968037390293,20.0,0.8144065060578529,0.6197001285313087,-0.19622174785084137,0.09602413689946974,-0.06967938373125776,0.0006413663895488769,1.2142911181258602,0.023056148193157173,91.02941176470588,상위 5~15%
R00291,35.948641,126.964972,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,1,F0018,2025-12-31,덧씌우기,53.87184894734594,1,290,2711-00,국도27호선,익산시-성산면(2711-00),7227.642742732129,1862.3388,20572.0,0.0407835893447404,city_median,69.67072113572632,76.20086776423935,2025-12-31,12.0,100.0,3.429999999999993,17.97,11.303999999999991,-10.0,35.0,2.825999999999998,15.240173552847873,13.934144227145266,67.00031777999314,90.88235294117646,주의,과거 보수이력,"Logistic 위험순위 상위 9.1% | 주요 증가요인=과거 보수이력 | 동결융해 14일 12회 | 7일 강수 3.4mm | 14일 강수 18.0mm | 하수관 노후비율 76.2% | ESAL 1862.3 (도시 중앙값) | 최근 보수 0일 전 / 거리 54m | 모델기여도[동결융해=+0.620, 7일 누적강수=-0.196, 14일 누적강수=+0.096, 하수관로 노후도=-0.070, 교통하중=+0.001, 과거 보수이력=+1.214, 보수 후 경과기간=-0.018]",57.00031777999314,위험,"주요원인=동결융해 | 동결융해=100.0점 (14일 12회) | 누적강수=11.3점 (7일 3.4mm, 14일 18.0mm) | 하수관로 노후도=76.2점 (30년 이상 비율 76.2%) | 교통하중=69.7점 (ESAL 1862.3, 도시 중앙값 적용) | 최근보수=0일 전 (54m, 보정 -10점)",1,F0018,2025-12-31,53.87184894734594,0.0,0.8081535296116125,0.6197001285313087,-0.19622174785084137,0.09602413689946974,-0.06967938373125776,0.0006413663895488769,1.2142911181258602,-0.017788087188867548,90.88235294117646,상위 5~15%
R00496,35.42844,127.390172,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,1,F0041,2025-12-21,덧씌우기,133.6078740843646,2,495,2411-03,국도24호선,대강면-남원시(2411-03),8237.537263314623,196.3664,2752.0,0.0593161200279134,city_median,31.172459494826025,42.96609309626552,2025-12-31,14.0,100.0,0.0,35.94,14.376,-10.0,35.0,3.594,8.593218619253104,6.234491898965206,53.42171051821831,90.73529411764706,주의,과거 보수이력,"Logistic 위험순위 상위 9.3% | 주요 증가요인=과거 보수이력 | 동결융해 14일 14회 | 7일 강수 0.0mm | 14일 강수 35.9mm | 하수관 노후비율 43.0% | ESAL 196.4 (도시 중앙값) | 최근 보수 10일 전 / 거리 134m | 모델기여도[동결융해=+0.773, 7일 누적강수=-0.264, 14일 누적강수=-0.107, 하수관로 노후도=-0.005, 교통하중=-0.007, 과거 보수이력=+1.214, 보수 후 경과기간=+0.003]",43.42171051821831,주의,"주요원인=동결융해 | 동결융해=100.0점 (14일 14회) | 누적강수=14.4점 (7일 0.0mm, 14일 35.9mm) | 하수관로 노후도=43.0점 (30년 이상 비율 43.0%) | 교통하중=31.2점 (ESAL 196.4, 도시 중앙값 적용) | 최근보수=10일 전 (134m, 보정 -10점)",1,F0041,2025-12-21,133.6078740843646,10.0,0.8018660233868449,0.7727965094476354,-0.2641455745468213,-0.1066002451248875,-0.004965327502672356,-0.007101523989921092,1.2142911181258602,0.0026340305021448126,90.73529411764706,상위 5~15%
R00027,35.82491,127.194303,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,26,2606-00,국도26호선,전주시-소양면(2606-00),3853.363371610159,2061.5824,24125.0,0.0379012869466836,city_median,71.41276306437679,0.04049321742811,2025-12-31,10.0,100.0,32.11999999999999,37.29,53.46,0.0,35.0,13.364999999999998,0.008098643485622,14.282552612875358,62.655651256360976,82.13235294117646,관심,동결융해,"Logistic 위험순위 상위 17.9% | 주요 증가요인=동결융해 | 동결융해 14일 10회 | 7일 강수 32.1mm | 14일 강수 37.3mm | 하수관 노후비율 0.0% | ESAL 2061.6 (도시 중앙값) | 과거 300m 이내 보수이력 없음 | 모델기여도[동결융해=+0.467, 7일 누적강수=+0.372, 14일 누적강수=-0.122, 하수관로 노후도=+0.079, 교통하중=+0.002, 과거 보수이력=-0.061, 보수 후 경과기간=-0.018]",62.655651256360976,위험,"주요원인=동결융해 | 동결융해=100.0점 (14일 10회) | 누적강수=53.5점 (7일 32.1mm, 14일 37.3mm) | 하수관로 노후도=0.0점 (30년 이상 비율 0.0%) | 교통하중=71.4점 (ESAL 2061.6, 도시 중앙값 적용) | 300m 이내 확인된 보수이력 없음",0,,,,0.0,0.6246816970723522,0.4666037476149821,0.37192244687442655,-0.12182244410835341,0.07861850033900436,0.0015673849440044974,-0.06072288933117835,-0.017788087188867548,82.13235294117646,상위 15~30%
