point_id,date,lat,lon,freeze_thaw_14d,rain_7d,rain_14d,sewer_old30_ratio,has_past_repair,days_since_last_repair,pothole_label
320,2025-12-31,35.93962,126.948668,12.0,3.429999999999993,17.97,0.0,0,,0
317,2025-12-31,35.929691,126.93936,12.0,3.429999999999993,17.97,0.0,0,,0
316,2025-12-31,35.925879,126.934545,12.0,3.429999999999993,17.97,0.0,0,,0
314,2025-12-31,35.920392,126.928644,12.0,3.429999999999993,17.97,0.0,0,,0
315,2025-12-31,35.921075,126.932087,12.0,3.429999999999993,17.97,0.0,0,,0
313,2025-12-31,35.914794,126.925322,12.0,3.429999999999993,17.97,0.0,0,,0
312,2025-12-31,35.911736,126.921285,12.0,3.429999999999993,17.97,0.0,0,,0
278,2025-12-31,35.94886,126.906278,12.0,3.429999999999993,17.97,0.0,0,,0
293,2025-12-31,35.948785,126.978924,12.0,3.429999999999993,17.97,0.0,0,,0
291,2025-12-31,35.948097,126.970791,12.0,3.429999999999993,17.97,0.0,0,,0
308,2025-12-31,35.898125,126.907981,12.0,3.429999999999993,17.97,0.0,0,,0
307,2025-12-31,35.896398,126.903757,12.0,3.429999999999993,17.97,0.0,0,,0
305,2025-12-31,35.947077,127.037643,12.0,3.429999999999993,17.97,0.0,0,,0
304,2025-12-31,35.948167,127.032524,12.0,3.429999999999993,17.97,0.0,0,,0
303,2025-12-31,35.948469,127.027629,12.0,3.429999999999993,17.97,0.0,0,,0
299,2025-12-31,35.948754,127.008242,12.0,3.429999999999993,17.97,0.0,0,,0
302,2025-12-31,35.948759,127.023477,12.0,3.429999999999993,17.97,0.0,0,,0
301,2025-12-31,35.947529,127.017443,12.0,3.429999999999993,17.97,0.0,0,,0
300,2025-12-31,35.948673,127.013247,12.0,3.429999999999993,17.97,0.0,0,,0
297,2025-12-31,35.94776,126.999644,12.0,3.429999999999993,17.97,0.0,0,,0
298,2025-12-31,35.947457,127.004349,12.0,3.429999999999993,17.97,0.0,0,,0
295,2025-12-31,35.948379,126.988915,12.0,3.429999999999993,17.97,0.0,0,,0
294,2025-12-31,35.949822,126.983505,12.0,3.429999999999993,17.97,0.0,0,,0
277,2025-12-31,35.949426,126.9025,12.0,3.429999999999993,17.97,0.0,0,,0
283,2025-12-31,35.947861,126.930646,12.0,3.429999999999993,17.97,0.0,0,,0
282,2025-12-31,35.947534,126.925525,12.0,3.429999999999993,17.97,0.0,0,,0
288,2025-12-31,35.947722,126.954865,12.0,3.429999999999993,17.97,0.0,0,,0
286,2025-12-31,35.948494,126.945916,12.0,3.429999999999993,17.97,0.0,0,,0
287,2025-12-31,35.947123,126.951077,12.0,3.429999999999993,17.97,0.0,0,,0
285,2025-12-31,35.948623,126.940673,12.0,3.429999999999993,17.97,0.0,0,,0
284,2025-12-31,35.948289,126.936453,12.0,3.429999999999993,17.97,0.0,0,,0
279,2025-12-31,35.949088,126.912102,12.0,3.429999999999993,17.97,0.0,0,,0
281,2025-12-31,35.948375,126.92239,12.0,3.429999999999993,17.97,0.0,0,,0
275,2025-12-31,35.948767,126.893546,12.0,3.429999999999993,17.97,0.0,0,,0
272,2025-12-31,35.947588,126.879039,12.0,3.429999999999993,17.97,0.0,0,,0
273,2025-12-31,35.947598,126.881553,12.0,3.429999999999993,17.97,0.0,0,,0
274,2025-12-31,35.94845,126.887485,12.0,3.429999999999993,17.97,0.0,0,,0
276,2025-12-31,35.947756,126.896589,12.0,3.429999999999993,17.97,0.0,0,,0
159,2025-12-31,35.967518,126.766635,13.0,9.050000000000008,17.75,0.0,0,,0
161,2025-12-31,35.96729,126.778488,13.0,9.050000000000008,17.75,0.0,0,,0
160,2025-12-31,35.966337,126.774117,13.0,9.050000000000008,17.75,0.0,0,,0
191,2025-12-31,35.983184,126.751861,13.0,9.050000000000008,17.75,0.0,0,,0
188,2025-12-31,35.973478,126.742574,13.0,9.050000000000008,17.75,0.0,0,,0
195,2025-12-31,35.997577,126.765335,13.0,9.050000000000008,17.75,0.0,0,,0
194,2025-12-31,35.995053,126.762328,13.0,9.050000000000008,17.75,0.0,0,,0
157,2025-12-31,35.966508,126.758865,13.0,9.050000000000008,17.75,0.0,0,,0
158,2025-12-31,35.967974,126.763289,13.0,9.050000000000008,17.75,0.0,0,,0
155,2025-12-31,35.968255,126.748701,13.0,9.050000000000008,17.75,0.0,0,,0
154,2025-12-31,35.967871,126.743913,13.0,9.050000000000008,17.75,0.0,0,,0
156,2025-12-31,35.968921,126.753601,13.0,9.050000000000008,17.75,0.0,0,,0
190,2025-12-31,35.978885,126.748397,13.0,9.050000000000008,17.75,0.0,0,,0
189,2025-12-31,35.97726,126.744251,13.0,9.050000000000008,17.75,0.0,0,,0
164,2025-12-31,35.968076,126.792348,13.0,9.050000000000008,17.75,0.0,0,,0
162,2025-12-31,35.966578,126.781928,13.0,9.050000000000008,17.75,0.0,0,,0
163,2025-12-31,35.968175,126.787437,13.0,9.050000000000008,17.75,0.0,0,,0
192,2025-12-31,35.986169,126.755243,13.0,9.050000000000008,17.75,0.0,0,,0
193,2025-12-31,35.990323,126.757954,13.0,9.050000000000008,17.75,0.0,0,,0
197,2025-12-31,36.004298,126.772459,13.0,9.050000000000008,17.75,0.0,0,,0
196,2025-12-31,36.000672,126.76924,13.0,9.050000000000008,17.75,0.0,0,,0
405,2025-12-31,35.997527,126.907476,12.0,3.429999999999993,17.97,0.0,0,,0
390,2025-12-31,35.94597,126.960501,12.0,3.429999999999993,17.97,0.0,0,,0
319,2025-12-31,35.934892,126.945135,12.0,3.429999999999993,17.97,0.0,0,,0
391,2025-12-31,35.948941,126.957302,12.0,3.429999999999993,17.97,0.0,0,,0
289,2025-12-31,35.948538,126.959971,12.0,3.429999999999993,17.97,0.0,0,,0
306,2025-12-31,35.892097,126.901079,12.0,3.429999999999993,17.97,0.0,0,,0
136,2025-12-31,35.967595,126.656464,13.0,9.050000000000008,17.75,0.0,0,,0
139,2025-12-31,35.967178,126.671296,13.0,9.050000000000008,17.75,0.0,0,,0
150,2025-12-31,35.967403,126.724237,13.0,9.050000000000008,17.75,0.0,0,,0
149,2025-12-31,35.967208,126.720263,13.0,9.050000000000008,17.75,0.0,0,,0
148,2025-12-31,35.967056,126.713692,13.0,9.050000000000008,17.75,0.0,0,,0
151,2025-12-31,35.967444,126.730199,13.0,9.050000000000008,17.75,0.0,0,,0
171,2025-12-31,35.91448,126.685149,13.0,9.050000000000008,17.75,0.0,0,,0
172,2025-12-31,35.917621,126.688036,13.0,9.050000000000008,17.75,0.0,0,,0
173,2025-12-31,35.922429,126.69067,13.0,9.050000000000008,17.75,0.0,0,,0
174,2025-12-31,35.923497,126.693767,13.0,9.050000000000008,17.75,0.0,0,,0
175,2025-12-31,35.927913,126.697188,13.0,9.050000000000008,17.75,0.0,0,,0
144,2025-12-31,35.966917,126.695091,13.0,9.050000000000008,17.75,0.0,0,,0
145,2025-12-31,35.968127,126.700955,13.0,9.050000000000008,17.75,0.0,0,,0
146,2025-12-31,35.967717,126.705126,13.0,9.050000000000008,17.75,0.0,0,,0
147,2025-12-31,35.967447,126.709582,13.0,9.050000000000008,17.75,0.0,0,,0
166,2025-12-31,35.966864,126.803036,13.0,9.050000000000008,17.75,0.0,0,,0
168,2025-12-31,35.966927,126.811508,13.0,9.050000000000008,17.75,0.0,0,,0
167,2025-12-31,35.968797,126.806176,13.0,9.050000000000008,17.75,0.0,0,,0
170,2025-12-31,35.911481,126.679997,13.0,9.050000000000008,17.75,0.0,0,,0
169,2025-12-31,35.967938,126.816473,13.0,9.050000000000008,17.75,0.0,0,,0
187,2025-12-31,35.969049,126.738483,13.0,9.050000000000008,17.75,0.0,0,,0
185,2025-12-31,35.96196,126.730818,13.0,9.050000000000008,17.75,0.0,0,,0
184,2025-12-31,35.959372,126.72842,13.0,9.050000000000008,17.75,0.0,0,,0
183,2025-12-31,35.955983,126.724956,13.0,9.050000000000008,17.75,0.0,0,,0
182,2025-12-31,35.952733,126.721098,13.0,9.050000000000008,17.75,0.0,0,,0
181,2025-12-31,35.948679,126.717391,13.0,9.050000000000008,17.75,0.0,0,,0
180,2025-12-31,35.945464,126.714632,13.0,9.050000000000008,17.75,0.0,0,,0
179,2025-12-31,35.942233,126.712116,13.0,9.050000000000008,17.75,0.0,0,,0
178,2025-12-31,35.938291,126.706717,13.0,9.050000000000008,17.75,0.0,0,,0
177,2025-12-31,35.93582,126.704849,13.0,9.050000000000008,17.75,0.0,0,,0
176,2025-12-31,35.930958,126.701131,13.0,9.050000000000008,17.75,0.0,0,,0
207,2025-12-31,35.903116,126.736045,13.0,9.050000000000008,17.75,0.0,0,,0
138,2025-12-31,35.967245,126.667504,13.0,9.050000000000008,17.75,0.0,0,,0
141,2025-12-31,35.969221,126.680535,13.0,9.050000000000008,17.75,0.0,0,,0
137,2025-12-31,35.967492,126.661925,13.0,9.050000000000008,17.75,0.0,0,,0
142,2025-12-31,35.967487,126.685226,13.0,9.050000000000008,17.75,0.0,0,,0
143,2025-12-31,35.967729,126.690468,13.0,9.050000000000008,17.75,0.0,0,,0
140,2025-12-31,35.96754,126.675678,13.0,9.050000000000008,17.75,0.0,0,,0
201,2025-12-31,36.018706,126.78486,13.0,9.050000000000008,17.75,0.0,0,,0
202,2025-12-31,36.020964,126.790234,13.0,9.050000000000008,17.75,0.0,0,,0
203,2025-12-31,36.024578,126.794229,13.0,9.050000000000008,17.75,0.0,0,,0
204,2025-12-31,35.888615,126.736786,13.0,9.050000000000008,17.75,0.0,0,,0
205,2025-12-31,35.894142,126.737256,13.0,9.050000000000008,17.75,0.0,0,,0
206,2025-12-31,35.897151,126.736213,13.0,9.050000000000008,17.75,0.0,0,,0
200,2025-12-31,36.013271,126.78425,13.0,9.050000000000008,17.75,0.0,0,,0
198,2025-12-31,36.008213,126.774982,13.0,9.050000000000008,17.75,0.0,0,,0
222,2025-12-31,35.975607,126.737077,13.0,9.050000000000008,17.75,0.0,0,,0
221,2025-12-31,35.970253,126.736466,13.0,9.050000000000008,17.75,0.0,0,,0
219,2025-12-31,35.960287,126.7373,13.0,9.050000000000008,17.75,0.0,0,,0
218,2025-12-31,35.955608,126.73509,13.0,9.050000000000008,17.75,0.0,0,,0
217,2025-12-31,35.950727,126.736954,13.0,9.050000000000008,17.75,0.0,0,,0
216,2025-12-31,35.945693,126.737156,13.0,9.050000000000008,17.75,0.0,0,,0
215,2025-12-31,35.941799,126.73834,13.0,9.050000000000008,17.75,0.0,0,,0
214,2025-12-31,35.936584,126.736765,13.0,9.050000000000008,17.75,0.0,0,,0
213,2025-12-31,35.931778,126.737521,13.0,9.050000000000008,17.75,0.0,0,,0
212,2025-12-31,35.926701,126.737487,13.0,9.050000000000008,17.75,0.0,0,,0
211,2025-12-31,35.921356,126.738014,13.0,9.050000000000008,17.75,0.0,0,,0
271,2025-12-31,36.024573,126.679591,13.0,9.050000000000008,17.75,0.0,0,,0
270,2025-12-31,36.021575,126.682963,13.0,9.050000000000008,17.75,0.0,0,,0
269,2025-12-31,36.016519,126.687173,13.0,9.050000000000008,17.75,0.0,0,,0
268,2025-12-31,36.013538,126.690229,13.0,9.050000000000008,17.75,0.0,0,,0
267,2025-12-31,36.01108,126.693329,13.0,9.050000000000008,17.75,0.0,0,,0
266,2025-12-31,36.007361,126.697422,13.0,9.050000000000008,17.75,0.0,0,,0
265,2025-12-31,36.004348,126.701511,13.0,9.050000000000008,17.75,0.0,0,,0
264,2025-12-31,36.000204,126.70455,13.0,9.050000000000008,17.75,0.0,0,,0
263,2025-12-31,35.997116,126.706867,13.0,9.050000000000008,17.75,0.0,0,,0
262,2025-12-31,35.993332,126.711143,13.0,9.050000000000008,17.75,0.0,0,,0
261,2025-12-31,35.990055,126.714701,13.0,9.050000000000008,17.75,0.0,0,,0
259,2025-12-31,35.98186,126.721273,13.0,9.050000000000008,17.75,0.0,0,,0
258,2025-12-31,35.978728,126.724062,13.0,9.050000000000008,17.75,0.0,0,,0
257,2025-12-31,35.976324,126.729322,13.0,9.050000000000008,17.75,0.0,0,,0
256,2025-12-31,35.972303,126.731918,13.0,9.050000000000008,17.75,0.0,0,,0
239,2025-12-31,35.916094,126.790185,13.0,9.050000000000008,17.75,0.0,0,,0
238,2025-12-31,35.911523,126.793331,13.0,9.050000000000008,17.75,0.0,0,,0
237,2025-12-31,36.046844,126.737173,13.0,9.050000000000008,17.75,0.0,0,,0
236,2025-12-31,36.043414,126.736115,13.0,9.050000000000008,17.75,0.0,0,,0
235,2025-12-31,36.038076,126.735261,13.0,9.050000000000008,17.75,0.0,0,,0
233,2025-12-31,36.028437,126.737377,13.0,9.050000000000008,17.75,0.0,0,,0
232,2025-12-31,36.02333,126.735904,13.0,9.050000000000008,17.75,0.0,0,,0
231,2025-12-31,36.019374,126.737064,13.0,9.050000000000008,17.75,0.0,0,,0
230,2025-12-31,36.01351,126.737731,13.0,9.050000000000008,17.75,0.0,0,,0
229,2025-12-31,36.008837,126.73561,13.0,9.050000000000008,17.75,0.0,0,,0
228,2025-12-31,36.004741,126.735496,13.0,9.050000000000008,17.75,0.0,0,,0
227,2025-12-31,35.999874,126.736942,13.0,9.050000000000008,17.75,0.0,0,,0
226,2025-12-31,35.994827,126.737227,13.0,9.050000000000008,17.75,0.0,0,,0
225,2025-12-31,35.989253,126.735337,13.0,9.050000000000008,17.75,0.0,0,,0
224,2025-12-31,35.984812,126.735449,13.0,9.050000000000008,17.75,0.0,0,,0
255,2025-12-31,35.970267,126.735865,13.0,9.050000000000008,17.75,0.0,0,,0
253,2025-12-31,35.963515,126.742837,13.0,9.050000000000008,17.75,0.0,0,,0
252,2025-12-31,35.959922,126.746219,13.0,9.050000000000008,17.75,0.0,0,,0
251,2025-12-31,35.955896,126.749596,13.0,9.050000000000008,17.75,0.0,0,,0
250,2025-12-31,35.952319,126.752702,13.0,9.050000000000008,17.75,0.0,0,,0
249,2025-12-31,35.948556,126.755141,13.0,9.050000000000008,17.75,0.0,0,,0
248,2025-12-31,35.945551,126.758944,13.0,9.050000000000008,17.75,0.0,0,,0
247,2025-12-31,35.941796,126.761985,13.0,9.050000000000008,17.75,0.0,0,,0
246,2025-12-31,35.938556,126.764753,13.0,9.050000000000008,17.75,0.0,0,,0
245,2025-12-31,35.934975,126.769475,13.0,9.050000000000008,17.75,0.0,0,,0
244,2025-12-31,35.931662,126.771881,13.0,9.050000000000008,17.75,0.0,0,,0
243,2025-12-31,35.927264,126.77607,13.0,9.050000000000008,17.75,0.0,0,,0
242,2025-12-31,35.925042,126.779721,13.0,9.050000000000008,17.75,0.0,0,,0
241,2025-12-31,35.921216,126.78377,13.0,9.050000000000008,17.75,0.0,0,,0
240,2025-12-31,35.917537,126.786675,13.0,9.050000000000008,17.75,0.0,0,,0
318,2025-12-31,35.932404,126.941022,12.0,3.429999999999993,17.97,0.0,0,,0
322,2025-12-31,35.94691,126.956026,12.0,3.429999999999993,17.97,0.0,0,,0
334,2025-12-31,35.987871,126.998088,12.0,3.429999999999993,17.97,0.0,0,,0
381,2025-12-31,35.916638,126.989727,12.0,3.429999999999993,17.97,0.0,0,,0
353,2025-12-31,35.931685,126.958902,12.0,3.429999999999993,17.97,0.0,0,,0
356,2025-12-31,35.945171,126.956855,12.0,3.429999999999993,17.97,0.0,0,,0
26,2025-12-31,35.82491,127.194303,10.0,32.11999999999999,37.29,0.0,0,,0
27,2025-12-31,35.824172,127.198837,10.0,32.11999999999999,37.29,0.0,0,,0
30,2025-12-31,35.823656,127.213669,10.0,32.11999999999999,37.29,0.0,0,,0
29,2025-12-31,35.824298,127.208096,10.0,32.11999999999999,37.29,0.0,0,,0
28,2025-12-31,35.82406,127.204213,10.0,32.11999999999999,37.29,0.0,0,,0
20,2025-12-31,35.825393,127.165179,10.0,32.11999999999999,37.29,0.0,0,,0
21,2025-12-31,35.824024,127.169147,10.0,32.11999999999999,37.29,0.0,0,,0
22,2025-12-31,35.823867,127.174381,10.0,32.11999999999999,37.29,0.0,0,,0
23,2025-12-31,35.823785,127.178872,10.0,32.11999999999999,37.29,0.0,0,,0
24,2025-12-31,35.824481,127.185551,10.0,32.11999999999999,37.29,0.0,0,,0
25,2025-12-31,35.824853,127.188986,10.0,32.11999999999999,37.29,0.0,0,,0
47,2025-12-31,35.811944,127.135805,10.0,32.11999999999999,37.29,0.0,0,,0
19,2025-12-31,35.824556,127.161415,10.0,32.11999999999999,37.29,0.0,0,,0
43,2025-12-31,35.800347,127.121283,10.0,32.11999999999999,37.29,0.0,0,,0
42,2025-12-31,35.795211,127.118698,10.0,32.11999999999999,37.29,0.0,0,,0
41,2025-12-31,35.791222,127.116183,10.0,32.11999999999999,37.29,0.0,0,,0
40,2025-12-31,35.788013,127.111612,10.0,32.11999999999999,37.29,0.0,0,,0
39,2025-12-31,35.785713,127.108003,10.0,32.11999999999999,37.29,0.0,0,,0
18,2025-12-31,35.823855,127.156045,10.0,32.11999999999999,37.29,0.0,0,,0
17,2025-12-31,35.824759,127.148978,10.0,32.11999999999999,37.29,0.0,0,,0
16,2025-12-31,35.824821,127.145805,10.0,32.11999999999999,37.29,0.0,0,,0
35,2025-12-31,35.771193,127.095657,10.0,32.11999999999999,37.29,0.0,0,,0
34,2025-12-31,35.768569,127.091285,10.0,32.11999999999999,37.29,0.0,0,,0
33,2025-12-31,35.824927,127.226609,10.0,32.11999999999999,37.29,0.0,0,,0
130,2025-12-31,35.863854,127.10724,10.0,32.11999999999999,37.29,0.0,0,,0
129,2025-12-31,35.860353,127.112973,10.0,32.11999999999999,37.29,0.0,0,,0
128,2025-12-31,35.855777,127.114311,10.0,32.11999999999999,37.29,0.0,0,,0
116,2025-12-31,35.814964,127.156567,10.0,32.11999999999999,37.29,0.0,0,,0
117,2025-12-31,35.818803,127.152232,10.0,32.11999999999999,37.29,0.0,0,,0
119,2025-12-31,35.825854,127.146328,10.0,32.11999999999999,37.29,0.0,0,,0
113,2025-12-31,35.806461,127.166725,10.0,32.11999999999999,37.29,0.0,0,,0
133,2025-12-31,35.874049,127.097945,10.0,32.11999999999999,37.29,0.0,0,,0
134,2025-12-31,35.87861,127.095273,10.0,32.11999999999999,37.29,0.0,0,,0
115,2025-12-31,35.812461,127.158257,10.0,32.11999999999999,37.29,0.0,0,,0
46,2025-12-31,35.809363,127.132389,10.0,32.11999999999999,37.29,0.0,0,,0
45,2025-12-31,35.805234,127.129248,10.0,32.11999999999999,37.29,0.0,0,,0
44,2025-12-31,35.802299,127.124981,10.0,32.11999999999999,37.29,0.0,0,,0
111,2025-12-31,35.800445,127.174046,10.0,32.11999999999999,37.29,0.0,0,,0
82,2025-12-31,35.811975,127.14672,10.0,32.11999999999999,37.29,0.0,0,,0
125,2025-12-31,35.847251,127.124777,10.0,32.11999999999999,37.29,0.0,0,,0
124,2025-12-31,35.843201,127.129563,10.0,32.11999999999999,37.29,0.0,0,,0
121,2025-12-31,35.833722,127.138737,10.0,32.11999999999999,37.29,0.0,0,,0
83,2025-12-31,35.816631,127.148041,10.0,32.11999999999999,37.29,0.0,0,,0
123,2025-12-31,35.839379,127.13237,10.0,32.11999999999999,37.29,0.0,0,,0
114,2025-12-31,35.809502,127.16284,10.0,32.11999999999999,37.29,0.0,0,,0
131,2025-12-31,35.865877,127.105213,10.0,32.11999999999999,37.29,0.0,0,,0
97,2025-12-31,35.884505,127.14753,10.0,32.11999999999999,37.29,0.0,0,,0
96,2025-12-31,35.880955,127.147854,10.0,32.11999999999999,37.29,0.0,0,,0
98,2025-12-31,35.890533,127.148617,10.0,32.11999999999999,37.29,0.0,0,,0
127,2025-12-31,35.853217,127.119876,10.0,32.11999999999999,37.29,0.0,0,,0
126,2025-12-31,35.850219,127.120805,10.0,32.11999999999999,37.29,0.0,0,,0
132,2025-12-31,35.869658,127.101812,10.0,32.11999999999999,37.29,0.0,0,,0
112,2025-12-31,35.80096,127.170589,10.0,32.11999999999999,37.29,0.0,0,,0
109,2025-12-31,35.792172,127.179274,10.0,32.11999999999999,37.29,0.0,0,,0
110,2025-12-31,35.795652,127.178417,10.0,32.11999999999999,37.29,0.0,0,,0
80,2025-12-31,35.8024,127.147489,10.0,32.11999999999999,37.29,0.0,0,,0
81,2025-12-31,35.806953,127.148901,10.0,32.11999999999999,37.29,0.0,0,,0
108,2025-12-31,35.788213,127.185125,10.0,32.11999999999999,37.29,0.0,0,,0
122,2025-12-31,35.837549,127.13678,10.0,32.11999999999999,37.29,0.0,0,,0
95,2025-12-31,35.874516,127.146631,10.0,32.11999999999999,37.29,0.0,0,,0
